smiles,Mutagenicity_top20_6_brics_mol,group
Cc1c(CN(Cc2ccc(S(N)(=O)=O)cc2)N=O)c(=O)n(CN(Cc2ccc(S(N)(=O)=O)cc2)N=O)n1C,-1,test
CC12CCC(CCl)CC1=CCC1C2CCC2(C)C(c3ccc(-c4ccc(CCl)cc4)cc3)CCC12,-1,test
Nc1ncnc2c1ncn2-c1cccc2c(=O)c3c(ccc4c5cc(-c6cccc7c(=O)c8c(ccc9c%10cc(-n%11cnc%12c(N)ncnc%12%11)c%11c(=O)c%12ccccc%12c(=O)c%11c%10[nH]c98)c(=O)c67)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12,-1,test
Cc1ccc(C2OC(c3c(C)ccc(-c4ccc(I)cc4)c3O)C(O)C(O)C2O)c(O)c1-c1ccc(I)cc1,-1,test
O=C(O)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,-1,test
C[N+](C)(C)c1cc2ccc(-c3ccc4cc(-c5ccc6cc(O[N+](=O)[O-])c(=O)oc6c5)c(=O)oc4c3)cc2oc1=O,-1,test
CCC(C)(C)c1ccc(-c2ccc(-c3ccc(OC)cc3)cc2)cc1,-1,test
CC1=CC2OC3CC(c4ccc(-c5ccc(-c6ccc(C7CC8OC9C=C(C)C(=O)CC9(C)C7(C)C87CO7)cc6)cc5)cc4)C(C)(C2(C)CC1=O)C31CO1,-1,test
OCC1CC(O)C(c2ccccc2)O1,-1,test
CCCCCCCCCCCCc1ccc(CCCCCCCCCCCC)cc1,-1,test
CCCCCCOC,-1,test
O=c1cc(-c2cc3c(-c4cc5c(CO)[nH]cnc-5n4)[nH]cnc-3n2)oc2cc(O)cc(O)c12,-1,test
CC(C)c1ccc(-c2ccc(-c3ccc(C(C)C)cc3)cc2)cc1,-1,test
COc1[nH]cnc2nc(-c3[nH]cnc4nc(-c5cc6c(CC(=O)O)[nH]cnc-6n5)cc3-4)cc1-2,-1,test
CCc1ccc(C)c(-c2c(C)ccc(C3CC4(C)C(CCC4(O)CC)C4CCC5=CC(=O)CCC5=C34)c2O)c1O,-1,test
Oc1ccnc(-c2ccc(-c3nccc(O)n3)cc2)n1,-1,test
Cn1cnc(-c2ccccc2)c1-c1ccccc1,-1,test
CC(N)(Cc1ccccc1)C(=O)O,-1,test
O=C(O)C1OC(O)C(C(=O)O)C(O)C1O,-1,test
C[C@@H]1O[C@@H](c2ccccc2)[C@H](O)[C@H](O)[C@H]1O,-1,test
CC1(C)C(C=C(Br)Br)C1c1ccc(C2C(C=C(Br)Br)C2(C)C)cc1,-1,test
c1cn2cnc3c(ncn3-c3ccc(-c4ccc(-n5cnc6c5ncn5ccnc65)o4)o3)c2n1,-1,test
OC1C(c2ccc(Cl)cc2)OC(c2ccc(Cl)cc2)C(O)C1O,-1,test
c1ccc(-c2ccc(-c3ccc(-c4cc5c(-c6ccccc6)[nH]cnc-5n4)cc3)cc2)cc1,-1,test
CC1=CC2OC3C(O)C(c4ccccc4C4C(O)C5OC6C=C(C)C(=O)C(O)C6(n6cc(C=CBr)c(O)nc6=O)C4(C)C54CO4)C(C)(C34CO4)C2(n2cc(C=CBr)c(O)nc2=O)C(O)C1=O,-1,test
Oc1ccnc(-c2nccc(O)n2)n1,-1,test
OCc1ccccc1CO,-1,test
N=c1ccn2c(n1)O[C@@H]1[C@@H]2O[C@H](c2ccccc2[C@H]2O[C@H]3[C@@H](Oc4nc(=N)ccn43)[C@@H]2O)[C@H]1O,-1,test
OCC(O)C(O)C(O)C(O)c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(-c5ccc6c(c5)OCO6)cc4)cc3)cc2)cc1,-1,test
O=C(O)C[C@H]1CO[C@@H]2[C@H](c3ccccc3)CO[C@H]12,-1,test
Cc1cc(-c2ccc(-n3cc(I)c(N)nc3=O)cc2)cc(C)c1N,-1,test
Cc1ccc(C2OCC(O)C(O)C2O)c(O)c1-c1c(C)ccc(C2OCC(O)C(O)C2O)c1O,-1,test
Oc1ccc(-c2ccc(-c3ccc(-c4ccc(O)cc4)o3)o2)cc1,-1,test
Cn1cnc(CCl)c1-c1c(C2C(C)(C)C2(C)C)ncn1C,-1,test
Oc1cc2c(cc1O)C(Cc1ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(-c6ccccc6C6=CCCC6)cc5)cc4)cc3)cc1)NCC2,-1,test
Nc1ccc(-c2cc(N)ccc2-c2cc(N)ccc2-c2ccccc2)c(-c2ccccc2)c1,-1,test
O=S(=O)(O)CNc1ccc(-c2ccc(NCS(=O)(=O)O)cc2)cc1,-1,test
Cc1ccc(-c2cc(O)ccc2-c2cc(O)ccc2-c2ccc(C)cc2)cc1,-1,test
CC(C)(C)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-1,test
COc1cccc2c1CC(O)C(O)C2,-1,test
c1ccc(-n2cnc3c2ncn2ccnc32)cc1,-1,test
CCCC(=O)Oc1ccc(C(=O)O)cc1,-1,test
Cc1cc(C(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)c2c(O)cc(-c3cc(C)cc4c(O)c(C5(O)CCC6C7CCC8=CC(=O)C=CC8(C)C7C(O)CC65C)cc(O)c34)c(O)c2c1,-1,test
Cc1c(-n2c(=O)c(-n3c(=O)c(CO)c(C)n3C)c(C)n2C)c(=O)n(CO)n1C,-1,test
OC1CCC(O)(c2ccc(-c3ccc(C4(O)CCC(O)C(O)C4O)o3)o2)C(O)C1O,-1,test
Cc1cc(C(=O)c2cc(O)c3c(C4(O)CCC5C6CCC7=CC(=O)C=CC7(C)C6C(O)CC54C)cc(C)cc3c2O)c2c(O)cc(C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43C)c(O)c2c1,-1,test
c1nc2[nH]cnc(-c3ccc(-c4ccc(-c5ccc(-c6nc[nH]c7ncnc6-7)cc5)cc4)cc3)c-2n1,-1,test
CC1=CC2OC3C(O)C(c4ccccc4-n4cc(C=CBr)c(O)nc4=O)C(C)(C34CO4)C2(c2ccccc2-n2cc(C=CBr)c(O)nc2=O)C(O)C1=O,-1,test
O=C1c2ccccc2C(=O)C1c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-1,test
Cc1cc(CCl)cc(-c2cc(CCl)cc(C)c2N)c1N,-1,test
O=C(O)c1ccc(-c2ccc(-c3ccc(C(O)C(O)C(O)CO)cc3)cc2)cc1,-1,test
CCc1c2n(c3cc(-c4ccccc4)c(F)cc3c1=O)C(C)S2,-1,test
c1cc(N2CCOCC2)ccc1-c1ccc(N2CCOCC2)cc1,-1,test
C=C[C@H]1CN2CC[C@H]1C[C@H]2c1cc(-c2cc(C)c(N)c([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2)cc(C)c1N,-1,test
CCc1cc(-c2cc(-c3cc(CC)ncn3)ncn2)ncn1,-1,test
CN(C)c1ccc(-c2ccc(-c3ccc(-c4ccc(Br)cc4)cc3)cc2)cc1,-1,test
Clc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(Cl)cc5)cc4)cc3)cc2)cc1,-1,test
CCc1ccc2c(CC)c3ccoc3nc2c1-c1ccc(S(=O)(=O)Cl)cc1,-1,test
CN(C)c1cc2c3ccc4c(=O)c5c(-c6cccc7c(=O)c8c(ccc9c%10cc(N(C)C)c%11c(=O)c%12ccccc%12c(=O)c%11c%10[nH]c98)c(=O)c67)cccc5c(=O)c4c3[nH]c2c2c(=O)c3ccccc3c(=O)c12,-1,test
CCCCCCCCCCn1cc(-c2cn(CCCCCCCCCC)c(=O)[nH]c2=O)c(=O)[nH]c1=O,-1,test
CN1CC(c2cccc(-c3cccc(-c4cc(C5CC6c7cccc8[nH]cc(c78)CC6N(C)C5)ncn4)c3)c2)CC2c3cccc4[nH]cc(c34)CC21,-1,test
CCCCCCCCCCCCCCCCCC1=NCCN1c1cc(N2CCN=C2CCCCCCCCCCCCCCCCC)ncn1,-1,test
Clc1cccc(-c2ccc(-c3cccc(Cl)c3)cc2)c1,-1,test
CC1(C)Cc2cccc(-c3cccc4c3OC(C)(C)C4)c2O1,-1,test
CCCCCCCCCCCCCCCCc1cc2c(cc1CCCCCCCCCCCCCCCC)C1CC(CC3NCCc4cc(C(C)(C)C)c(CCCCCCCCCCCCCCCC)cc43)=C(CC)CN1CC2,-1,test
CC1=CC2OC3C(O)C(c4ccc(C56C(C=C(C)C(=O)C5O)OC5C(O)C(CBr)C6(C)C56CO6)cc4)C(C)(C34CO4)C2(CBr)C(O)C1=O,-1,test
Cc1ccc(C(C)C(=O)O)cc1,-1,test
C[C@@]12CCc3occc3C1CC[C@@]13CC(CCC12)C(O)(c1cc(-c2cc(=O)c4c(O)cc(O)cc4o2)ncn1)C3,-1,test
FC(F)(F)c1cc(Cl)nc(-c2nc(Cl)cc(C(F)(F)F)n2)n1,-1,test
CN1CCN(c2ccc(-c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3)cc2)CC1,-1,test
Cc1ccc(-c2ccc(-c3ccc(C(C)C)cc3)cc2)c(O)c1C(C)C,-1,test
CCc1ccc(O)c(CC)c1,-1,test
O=C(O)Cc1ccc(-c2ccc(CC(=O)O)cc2)cc1,-1,test
OC1CC(C2(O)CCC(O)C(O)C2O)OC1c1ccccc1,-1,test
Clc1ccc(-c2ccc(C3CCC4OC4C3)cc2)cc1,-1,test
CCC1CCN(c2nc(Cl)cc(N3CCC(c4ccc(Br)cc4)CC3)n2)CC1,-1,test
Cc1cc(-c2cc(C)cc3c(O)c(-c4ccc(F)cc4)cc(O)c23)c2c(O)cc(-c3ccc(F)cc3)c(O)c2c1,-1,test
Cc1oc(=O)oc1[C@@H]1CO[C@@H]2[C@@H](N(C)C)CO[C@H]12,-1,test
CC(O)Cn1cc(-c2cn(CBr)c(=O)[nH]c2=O)c(=O)[nH]c1=O,-1,test
CCC#C[C@@H](C)c1nc(Cl)cc(-c2cc(Cl)nc(C(C)(C)C)n2)n1,-1,test
Cc1ccc(N=Nc2ccc(-c3ccccc3-c3cc4c(cc3C)C(C)(C)[C@@H](C)C4(C)C)cc2)cc1,-1,test
COc1ccc(-c2ccc(-c3ccc(Cl)cc3)cc2)cc1,-1,test
CCC#CC(C)C12C(C=C(C)C(=O)C1O)OC1C(O)C(O)C2(C)C12CO2,-1,test
FC(F)(F)c1ccccc1-c1ccccc1C(F)(F)F,-1,test
CCC1=C(CC2NCCc3cc(-c4cccc(S(=O)(=O)O)c4)c(-c4ccccc4)cc32)CC2c3cc(-c4ccccc4)c(-c4cccc(S(=O)(=O)O)c4)cc3CCN2C1,-1,test
O=C(O)c1cc2c3ccc4c(=O)c5c(-c6cccc7c(=O)c8c(ccc9c%10cc(-c%11cccc%12c(=O)c%13c(ccc%14c%15cc(C(=O)O)c%16c(=O)c%17ccccc%17c(=O)c%16c%15[nH]c%14%13)c(=O)c%11%12)c%11c(=O)c%12ccccc%12c(=O)c%11c%10[nH]c98)c(=O)c67)cccc5c(=O)c4c3[nH]c2c2c(=O)c3ccccc3c(=O)c12,-1,test
c1ccc(C2COC(c3ccccc3)C(c3ccccc3)C2c2ccccc2)cc1,-1,test
CCO[C@@H]1c2cc3c(cc2[C@@H](c2cc(C(=O)O)c(O)c(-c4ccncc4)c2)[C@@H]2C(=O)OC[C@H]12)OCO3,-1,test
N#Cc1ccc(CBr)cc1,-1,test
Nc1nc(=O)n(-c2cn([C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)c(=O)nc2N)cc1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-1,test
Cc1cc(-c2cc(C)cc3c(O)c(C4(O)CCC5C6CCC7=CC(=O)C=CC7(C)C6C(O)CC54C)cc(O)c23)c2c(O)cc(-c3cc(O)c4c(C5(O)CCC6C7CCC8=CC(=O)C=CC8(C)C7C(O)CC65C)cc(C)cc4c3O)c(O)c2c1,-1,test
COc1c(C)n(C)n(-c2c(C)n(C)n(-c3c(C)n(C)n(-c4cc(=O)c5c(O)cc(O)cc5o4)c3=O)c2=O)c1=O,-1,test
CC1=CC2OC3C(O)C(c4cccc5ccccc45)C(C)(C34CO4)C2(c2ccc(Cl)cc2Cl)C(O)C1=O,-1,test
CCCCCCC1OC(CCCCCC)C(O)C(O)C1O,-1,test
Cc1ccc(C2OCC(O)C(O)C2O)c(O)c1-c1c(C)ccc(C2C(C3OCC(O)C(O)C3O)C3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)c1O,-1,test
Cc1ccc(N=Nc2ccc(-c3ccccc3-c3ccccc3-c3cc4c(cc3C)C(C)(C)[C@@H](C)C4(C)C)cc2)cc1,-1,test
CC(=O)OS(=O)(=O)O,-1,test
OC1COC(O)(c2ccc(C3(O)OCC(O)C(O)C3O)cc2)C(O)C1O,-1,test
O=C(O)C[C@H]1CO[C@@H]2[C@H](CC(=O)O)CO[C@H]12,-1,test
OCC1CC(O)C(c2cccc(C3CC(O)C(CO)O3)c2)O1,-1,test
CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(c2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(-c6ccc(N=Nc7ccc(C89C(C=C(C)C(=O)C8O)OC8C(O)C(O)C9(C)C89CO9)nc7)cc6)cc5)cn4)nc3)cc2)C(O)C1=O,-1,test
CC(C)(C)C1OC(O)C(c2ccccc2)C(O)C1O,-1,test
Sc1ncnc2c1ncn2-c1ccc(Cl)cc1,-1,test
CSc1ccc(-c2ccc(-c3ccc(SC)cc3)cc2)cc1,-1,test
FC(F)(F)n1nc(Oc2nn(-c3ccc(Cl)cc3)[n+](-c3ccc(I)cc3)n2)n[n+]1-c1ccc(I)cc1,-1,test
CC(C)c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,-1,test
c1cc(-c2ccc(N=Nc3ccc(-c4ccc5c(c4)OCO5)cc3)cc2)ccc1N=Nc1ccc(-c2ccc3c(c2)OCO3)cc1,-1,test
O=S(=O)(O)Oc1ccc(-c2ccc(C3OC(OS(=O)(=O)O)C(O)C3O)cc2)cc1,-1,test
Brc1ccc(-c2ccc(-c3ccc(Br)cc3)cc2)cc1,-1,test
CCc1c(-c2ccc(S(=O)(=O)Cl)cc2)ccc2c(-c3ccc(S(=O)(=O)Cl)cc3)c3ccoc3nc12,-1,test
Cc1cc(C(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)c2c(O)cc(C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43C)c(O)c2c1,-1,test
O=S(=O)(O)Oc1cc2c(-c3cc4c(-c5cc6c(OS(=O)(=O)O)[nH]cnc-6n5)[nH]cnc-4n3)[nH]cnc-2n1,-1,test
O=C1OC2C(O)COC2(O)C1(O)c1ccc(-c2ccc(-c3ccc(C4(O)C(=O)OC5C(O)COC54O)cc3)cc2)cc1,-1,test
O=C(O)c1cc(-c2ccc(Br)cc2)cc(C(=O)O)c1O,-1,test
Cc1cc2c(O)ccc(O)c2c(-c2ccccc2)c1-c1c(C)cc2c(O)ccc(O)c2c1-c1cccc(-c2ccccc2)c1,-1,test
O=c1[nH]c(=O)n(-c2cn(-c3ccccc3)c(=O)[nH]c2=O)cc1-c1ccc(Br)cc1,-1,test
Cc1c(C2C(=O)OC3C2OC(=O)C3n2c(=O)c(CO)c(C)n2C)c(=O)n(CO)n1C,-1,test
Cc1ccc(-c2cc(-c3cc(CO)cc(C)c3N)cc(C)c2N)c(C)c1C,-1,test
OCc1ccc(-c2ccccc2)cc1,-1,test
CC1=CC2OC3C(O)C(n4cc(C=CBr)c(O)nc4=O)C(C)(C34CO4)C2(c2ccccc2-n2cc(C=CBr)c(O)nc2=O)C(O)C1=O,-1,test
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@@H](F)C4=CC(=O)C(Br)=C[C@@]43C)[C@@H]1CCC2(c1ccccc1)c1ccccc1,-1,test
C=C[C@H]1CN2CC[C@H]1C[C@H]2c1ccc(C)c(-c2ccc(C)c(-c3ccc(C)c([C@@H]4C[C@@H]5CCN4C[C@@H]5C=C)c3O)c2O)c1O,-1,test
Cc1cc(C2C3OC3C3=CC(=O)C4(CC3(C)C2C)OC4(C)C=O)c(O)c(-n2cc(F)c(=O)[nH]c2=O)c1,-1,test
OC1CCC(O)(c2ccc(Br)cc2)C(O)C1O,-1,test
C#CC1(c2cc3c(-c4[nH]cnc5nc(C(C)C(=O)O)cc4-5)[nH]cnc-3n2)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,-1,test
Cc1cc(-c2cc(C)c(N)c(C(O)C(O)C(O)C(C)O)c2)cc(-c2cc(C)c(N)c(C(O)C(O)C(O)C(C)O)c2)c1N,-1,test
FC(F)(F)c1ccccc1-c1ccccc1-c1ccccc1,-1,test
CCCCCCCCCCCCCCCCc1cc2c(cc1C(C)(C)C)C(CC1=C(CC)CN3CCc4cc(C(C)(C)C)c(C(C)(C)C)cc4C3C1)NCC2,-1,test
CC1CN(C)C(C)C(O)C(C)(O)C(c2cccc(Cl)c2)OC(=O)C(C)C(c2ccccc2)C(C)C(c2cccc(Cl)c2)C(C)(O)C1,-1,test
c1ccc(-c2cc(-c3ccccc3)ncn2)cc1,-1,test
CC1(C)CC(N)CC(C)(C(=O)O)C1,-1,test
Cn1cnc(N2CCCC2)c1N1CCCC1,-1,test
Cc1cc(C)n(-c2ccc(C3CC(O)C(n4nc(C)cc4C)O3)o2)n1,-1,test
Oc1ccccc1-c1ccc(-c2ccccc2O)cc1,-1,test
Nc1ccc(-c2cc(N)ccc2CO)c(CO)c1,-1,test
Cc1cc(-c2ccc(-c3ccc([C@@H]4O[C@H](OS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3)cc2)cc(C)c1N,-1,test
c1cc(-c2ccc([C@H]3CC[C@@H]4O[C@@H]43)cc2)ccc1-c1ccc([C@H]2CC[C@@H]3O[C@@H]32)cc1,-1,test
Cc1cc(CO)c(O)c(-c2cc(C)cc(C3CCC4(C)C(=CCC5C4CCC4(C)C(CO)CCC54)C3)c2O)c1,-1,test
COc1[nH]cnc2nc(-c3[nH]cnc4nc(CC(=O)O)cc3-4)cc1-2,-1,test
CNc1ccccc1-c1ccccc1-c1ccccc1-c1ccc(C)cc1,-1,test
O=c1ccc2c(-c3ccc(-c4ccc(-c5c6ccoc6cc6oc(=O)ccc56)cc4)cc3)c3ccoc3cc2o1,-1,test
c1cn2cnc3c(ncn3-c3ccc(-c4ccc(-c5ccc(-n6cnc7c6ncn6ccnc76)o5)o4)o3)c2n1,-1,test
CC12CC(C3OC(c4ccncc4)C(O)C3O)C3=C4CCC(=O)C=C4CCC3C1CCC2(O)C1OC(C(=O)O)C(O)C1O,-1,test
Nc1ccc(OS(=O)(=O)O)cc1Cl,-1,test
C=CC1CN2CCC1CC2c1ccc(-c2ccc(CCCCCCCC)cc2)cc1,-1,test
CC1(C)CC(N)CC(C)([C@H]2O[C@@H](c3ccc(F)cc3)[C@H](O)[C@@H](O)[C@@H]2O)C1,-1,test
CC(C)(C)C1=CC(C)(c2ccccc2-c2cc(-c3ccccc3C3(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C3)ncn2)C=C(C(C)(C)C)C1=O,-1,test
O=NN(Cc1ccc(-c2ccc(Cl)cc2Cl)cc1)Cc1ccc(-c2ccc(Cl)cc2Cl)cc1,-1,test
Cc1ccc(-c2ccc(-c3ccc(-c4c5ccoc5cc5oc(=O)ccc45)cc3)cc2)cc1,-1,test
NS(=O)(=O)c1ccc([C@H]2CO[C@@H]3[C@H](c4ccc(S(N)(=O)=O)cc4)CO[C@H]23)cc1,-1,test
Nc1nc(O)nc2c1ncn2-c1ccc(-c2ccc(-n3cnc4c(N)nc(O)nc43)cc2)cc1,-1,test
Cc1c(CO)c(=O)n(-c2c(C)n(C)n(C3C(=O)OC4C(CO)C(=O)OC43)c2=O)n1C,-1,test
O=C(O)c1cc(O)ccc1-c1ccc(O)cc1-c1ccc(O)cc1CO,-1,test
CC(C)(C)C1=CC(C)(c2ccccc2C2(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)C=C(C(C)(C)C)C1=O,-1,test
CCc1ccc(-c2cccc3c2OC(C)(C)C3)cc1,-1,test
CC12CCC(c3ccc(Br)cc3)CC1=CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12,-1,test
CCc1cc(-c2cc(-c3cc(-c4ccc(S(N)(=O)=O)cc4)ncn3)ncn2)ncn1,-1,test
Cn1cnc(-c2ccccc2)c1C(=O)O,-1,test
C[N+](C)(C)c1ccc2cc(O[N+](=O)[O-])c(=O)oc2c1,-1,test
O=C(O)c1ccc(-c2ccccc2O)cc1,-1,test
O=C(O)Cc1ccc(F)cc1,-1,test
O=S(=O)(O)Oc1[nH]cnc2nc(-c3ccccc3)cc1-2,-1,test
CC1Sc2c(-c3ncn(C)c3-c3c(C(=O)O)ncn3C)c(=O)c3cc(F)c(-n4cnc5c(N)ncnc54)cc3n21,-1,test
CN(C(=O)c1ccc(F)cc1)c1ccc(F)cc1,-1,test
Cc1ccc(-c2ccc(-c3ccc(C(C)C)cc3)cc2)c(O)c1C1(O)CCC(O)C(O)C1O,-1,test
O=S(=O)(O)CNC1CC(O)C(NCS(=O)(=O)O)O1,-1,test
Cc1cc2c(O)ccc(O)c2c(-c2ccccc2)c1-c1c(C)cc2c(O)ccc(O)c2c1-c1c(C)cc2c(O)ccc(O)c2c1-c1ccccc1,-1,test
Nc1nc(O)c2nc(O)n(-c3ccc(S(=O)(=O)c4ccc(-c5ccc(S(=O)(=O)c6ccc(-n7c(O)nc8c(O)nc(N)nc87)cc6)cc5)cc4)cc3)c2n1,-1,test
Cc1c(C(C)(C)C)c(=O)n(-c2ccccn2)n1C,-1,test
Cc1cccc(N(c2ccccc2)c2cccc(C)c2C)c1C,-1,test
Nc1ccc(-c2cccc3c2CC(O)C(O)C3)cc1Cl,-1,test
O=C1C(c2ccc(Br)cc2)OC(c2ccc(C3OC(c4ccc(Br)cc4)C(=O)C3O)cc2)C1O,-1,test
Nc1nc(O)c2nc(O)n(-c3ccc(S(=O)(=O)c4ccc(C5C(n6c(O)nc7c(O)nc(N)nc76)C6(Cl)C(Cl)=C(Cl)C5(Cl)C6(Cl)Cl)cc4)cc3)c2n1,-1,test
OCc1ccc(O)cc1C1OC(CO)C(O)C(O)C1O,-1,test
CN(C)c1cccc2c(=O)c3c(ccc4c5cc(N(C)C)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12,-1,test
C=CC1CN2CCC1CC2c1cc(C)c(N)c(-c2[nH]cnc3ncnc2-3)c1,-1,test
CC12CCC(c3ccccc3)CC1=CCC1C2CCC2(C)C(C(=O)c3ccccc3)CCC12,-1,test
CCCCCCCCCCCCc1cc(Cl)nc(-c2cc(Cl)nc(-c3nc(Cl)cc(C(=O)O)n3)n2)n1,-1,test
Cc1cc2c(cc1-c1c3ccoc3nc3c(-c4cc5c(cc4C)C(C)(C)C(C)CC5(C)C)c(CCO)ccc13)C(C)(C)CC(C)C2(C)C,-1,test
O=S(=O)(O)Oc1ccccc1OS(=O)(=O)O,-1,test
CCCCCCCCCCCCCCCCc1cccc(-c2cccc(CCCCCCCCCCCCCCCC)c2)c1,-1,test
CCc1ccc(CC(O)c2ccc(CC)cc2)cc1,-1,test
O=c1cc(-c2cc(-c3cc(=O)c4c(O)cc(O)cc4o3)ncn2)oc2cc(O)cc(O)c12,-1,test
CCC1=C(CC2NCCc3cc(CC(=O)O)c(C4C(C=C(Cl)Cl)C4(C)C)cc32)CC2c3cc(CC(=O)O)c(C4C(C=C(Cl)Cl)C4(C)C)cc3CCN2C1,-1,test
OC1Cc2cccc(-c3ccc(-c4ccc(-c5ccc(-c6cccc7c6CC(O)C(O)C7)cc5)cc4)cc3)c2CC1O,-1,test
OCC1CC(O)C(c2cccc(C3OC(CO)CC3O)c2)O1,-1,test
O=C(O)Cc1ccc(-c2ccc(C3CCC4OC4C3)cc2)cc1,-1,test
Cc1cccc(C(=O)c2cc3ccc(-c4cc5ccc(-c6cccc(C)c6C)cc5oc4=O)cc3oc2=O)c1C,-1,test
Clc1cc(Cl)c(-c2ccc(Br)cc2)nc1Cl,-1,test
CC1Sc2c(OS(=O)(=O)O)c(=O)c3cc(F)c(C(N)=O)cc3n21,-1,test
CC1Sc2c(OS(=O)(=O)O)c(=O)c3cc(F)c(-c4c5n(c6cc(C(N)=O)c(F)cc6c4=O)C(C)S5)cc3n21,-1,test
Cc1cc(O)c(C2OC(CCCC(=O)O)C(O)C(O)C2O)c(=O)o1,-1,test
Nc1ccc(N2CCCC2)cc1Cl,-1,test
BrCc1ccc(Oc2ccc(CBr)cc2)cc1,-1,test
c1ccc(-c2ccccc2C2CCN(c3ccccc3-c3ccccc3)CC2)cc1,-1,test
CCC(C)(C)c1ccc(-c2ccc(C(C)(C)CC)cc2)cc1,-1,test
CC1CC(C)(O)C(O)(c2ccc(F)cc2)C(C)C(C(=O)CC(N)C(=O)O)C(C)C(=O)OC(c2ccc(F)cc2)C(O)C(C)(O)C(C)C1=O,-1,test
CCc1ccc(-c2ccc(-c3ccc(OS(=O)(=O)O)cc3)cc2)cc1,-1,test
O=S(=O)(Cl)c1ccc(-c2ccc3c(-c4ccc(S(=O)(=O)Cl)cc4)c4ccoc4nc3c2-c2ccc(S(=O)(=O)Cl)cc2)cc1,-1,test
O=C(O)c1ccc(-c2ccc(-c3ccc(Cl)cc3)o2)o1,-1,test
CCCCCCCCc1ccc(-c2ccc(C[C@@H](C)S(=O)CCCCCCCC)cc2)cc1,-1,test
Cc1cc(-c2cc(C)c(N)c(C(F)(F)F)c2)cc(-c2cc(C(F)(F)F)cc(C)c2N)c1N,-1,test
CN1CC(OS(=O)(=O)O)CC2c3cccc4[nH]cc(c34)CC21,-1,test
COc1[nH]cnc2nc(-c3ccccc3O)cc1-2,-1,test
Cc1cc(C(=O)N2C(=O)CCC2=O)cc(-c2cc(-c3ccc(S(=O)(=O)O)c4cc(S(=O)(=O)O)c(N=Nc5ccc(N=Nc6ccc(S(=O)(=O)O)cc6)c6ccc(S(=O)(=O)O)cc56)c(O)c34)cc(C)c2N)c1N,-1,test
O=c1c2ccc3c4cc(CCO)c5c(=O)c6ccccc6c(=O)c5c4[nH]c3c2c(=O)c2cccc(-c3cc4c5ccc6c(=O)c7c(-c8cc9c%10ccc%11c(=O)c%12c([C@@H]%13CO[C@@H]%14[C@H](O)CO[C@H]%13%14)cccc%12c(=O)c%11c%10[nH]c9c9c(=O)c%10ccccc%10c(=O)c89)cccc7c(=O)c6c5[nH]c4c4c(=O)c5ccccc5c(=O)c34)c12,-1,test
CC12CC(C(=O)O)C3=C4CCC(=O)C=C4CCC3C1CCC2(O)C1OC(C(=O)O)C(O)C1O,-1,test
Cc1cc(CCCC(=O)O)c(O)c(-c2cc(C)cc(C3C(=O)OC4C(c5ccc(S(=O)(=O)Cl)cc5)C(=O)OC34)c2O)c1,-1,test
Cc1cc(-c2cc(-c3cc(C(O)CCC#N)cc(C)c3N)cc(C)c2N)cc(CCl)c1N,-1,test
C=C[C@H]1CN2CC[C@H]1C[C@H]2c1c(C)ccc(-c2ccc(C)c(-c3ccc(C)c([C@@H]4C[C@@H]5CCN4C[C@@H]5C=C)c3O)c2O)c1O,-1,test
CC1CCC(c2cn(-c3cn(C4CCC(C)C(S)C4)c(=O)nc3N)c(=O)nc2N)CC1S,-1,test
Cc1cc(-c2ccc(F)cc2)c2c(O)cc(-c3cc(C)cc4c(O)c(-c5ccc(F)cc5)cc(O)c34)c(O)c2c1,-1,test
