smiles,hERG_top20_6_brics_mol,group
Brc1ccc2nc(-c3nnc(-c4nc5ncccc5s4)o3)c(-c3nc4ncccc4s3)cc2c1,-1,test
NC(=O)c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1-c1nc2ccc(Br)cc2cc1C(=O)O,-1,test
CC1(c2cccc(/C=N/Nc3ccc(-c4ccc(N/N=C/c5cccc(-c6cccc(/C=N/Nc7ccc(C(=O)O)cc7)c6)c5)cc4)cc3)c2)COC1,-1,test
NS(=O)(=O)c1ncccc1C1CC[N+]([C@H]2CCN([C@H]3CCN(c4cccnc4S(N)(=O)=O)C3=O)C2=O)CC1,-1,test
Cn1nc([C@]2(O)CC[C@@H](C(C)(C)O)CC2)ccc1=O,-1,test
Nc1n[nH]c(-c2cc(N3CCOCC3)cc(N3CCOCC3)n2)n1,-1,test
CN1CCN(c2nnc(-c3cn(-c4nnc(N5CCN(C)C(=O)C5)o4)nn3)o2)CC1=O,-1,test
CS(=O)(=O)N(c1ccccc1N)c1ccccc1N,-1,test
CNC(=O)c1nnc(NC)o1,-1,test
N#C[C@H]1CCOC[C@@H]1c1cc(N2CCOCC2)cc(N2CCOCC2)n1,-1,test
Nc1ncnc2c1c(-c1ccc3c(n1)NC(=O)CO3)nn2[C@@H]1CCN(C(=O)c2ccc3c(n2)NC(=O)CO3)C[C@@H]1F,-1,test
CN1CCN(C(=O)c2cc(N3CCN(C)CC3)cc(S(=O)(=O)c3cnc(-c4ccnc5c4CCC(=O)N5)s3)c2)CC1,-1,test
C[C@@H]1CCCN1C(=O)NC(=O)N1CCC2(CC1)NC(=O)NC2=O,-1,test
O=C(OC(F)F)C1(OC(F)F)CCCCC1,-1,test
C[C@]12CCC(=O)C[C@H]1C[C@@H](c1cc3cc(Br)ccc3nc1CS(C)(=O)=O)[C@@H]2c1nc2ccc(Br)cc2cc1CS(C)(=O)=O,-1,test
O=C(c1nc(C[C@@]2(O)Cn3c(=O)ccc4ncc(Cl)c2c43)cc(-c2cc3c(cn2)OCCO3)n1)N1CCOCC1,-1,test
OCCc1noc(-c2nc(-c3nccs3)no2)n1,-1,test
COCC(=O)N1CCOc2c1cnn1c(C(=O)OC)nnc21,-1,test
C[C@]12CCC(=O)C[C@H]1C[C@@H](n1cnnn1)[C@@H]2CC(=O)N1CCC2(CC1)CC(n1cnnn1)C2,-1,test
Cc1c[nH]c2ncnc(-c3nc4ccc(Br)cc4cc3N3CCOCC3)c12,-1,test
CN(C)c1c(CCO)nc2n1CCN(c1nn(C)c3c(=O)[nH]c(CCO)nc13)C2,-1,test
CC(C)C[C@@H](C(=O)N(C)C)N1CCOCC1,-1,test
CN(C)c1cnn(C)c1-c1cnn(C)c1C[C@]1(O)Cn2c(=O)ccc3ncc(F)c1c32,-1,test
O=C(O)c1nnc(CO)o1,-1,test
Cc1c[nH]c2ncnc(-c3cc4c(C(=O)O)c(C(=O)O)nnc4cc3C(=O)O)c12,-1,test
Cc1ccc(NC2CCN(S(=O)(=O)NC3CCN(S(=O)(=O)Nc4ccc(C)nc4)CC3)CC2)cn1,-1,test
Nc1n[nH]c([C@@H]2CCOC[C@@H]2N)n1,-1,test
O=C1NC(=O)C(c2cc3cc(Br)ccc3nc2C2SC(=O)NC2=O)S1,-1,test
Cc1onc(-c2nc3ncccc3s2)c1-c1cc(N2C(=O)[C@]34CCC(C)(C)C[C@H]3[C@]23C(=O)C=C2[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]2(C)[C@]3(C)CC4)cc(N2C(=O)[C@]34CCC(C)(C)C[C@H]3[C@]23C(=O)C=C2[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@@]2(C)[C@]3(C)CC4)n1,-1,test
O=c1c(Cl)cc2ncc(F)c3c2n1CC3(O)Cc1nc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2nc1-c1nc2ccc(Br)cc2cc1CO,-1,test
CC(=O)[C@@H]1COC[C@@H]1C(N)=O,-1,test
O=C(O)c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1CO,-1,test
CC(=O)NC(=O)CC1CC2CCC(C1)N2C,-1,test
Nc1n[nH]c(-c2cc3cc(Br)ccc3nc2-c2nc3ccc(Br)cc3cc2-c2ccc3nnc(-c4nc(N)n[nH]4)n3n2)n1,-1,test
CC(=O)c1cnc(N)c(C(=O)N2CC[C@@H](C(C)=O)C2)c1,-1,test
CS(=O)(=O)Cc1cc2cc(Br)ccc2nc1C(=O)O,-1,test
CS(=O)(=O)NN1C[C@H](C(=O)O)N([C@H]2CC[C@@](O)(C(=O)O)CC2)C1=O,-1,test
O=C(O)CNCC(=O)NCC(=O)O,-1,test
C[C@@H]1CCCN1[C@H]1C[C@@H](N2CCN(CCO)CC2)C1,-1,test
COC(=O)CN1CCOc2c1cnn1c(N3CCOc4c3cnn3c(OC)nnc43)nnc21,-1,test
N#C[C@@H]1C[C@H](F)CN1c1nnc(-c2nnc(N3C[C@@H](F)C[C@H]3C#N)o2)o1,-1,test
CN1CCN[C@@H](NS(=O)(=O)N(c2cnc3ccc(=O)n([C@H]4CN(C)CCN4)c3c2)[C@H]2CN(C)CCN2)C1,-1,test
CCC(=O)NC1=N[C@H]2[C@H](O[C@H](NC3=N[C@H]4[C@H](O[C@H](N5CCN(CCO)C(=O)C5)[C@@H](O)[C@@H]4O)S3)[C@@H](O)[C@@H]2O)S1,-1,test
Nc1nc2c(-c3ccc4[nH]c(=O)oc4c3)cccc2c2nc(-c3nc4c5cccc(C6CCOCC6)c5nc(N)n4n3)nn12,-1,test
CS(=N)(=O)Cn1nc(-n2nc(-c3ccc(F)cc3)c3c(N)ncnc32)c2c(N)ncnc21,-1,test
CC(=O)c1cc(C(C)=O)c(CC(=O)O)c(C(C)=O)c1,-1,test
Cn1cc(NC(=O)c2noc(-c3cnn(C)c3)n2)cn1,-1,test
NS(=O)(=O)c1cc(-c2nnc(-c3cc(S(N)(=O)=O)c(Cl)cc3F)o2)c(F)cc1Cl,-1,test
CN1CCN(C[C@@H](O)c2ccc(=O)n(C)n2)CC1,-1,test
Cc1ncccc1[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCCCC2N2CCOCC2)C1,-1,test
Nc1n[nH]c(-c2ccc3nnc(-c4cc5cc(Br)ccc5nc4-c4ccc5nnc(-c6nc(N)n[nH]6)n5n4)n3n2)n1,-1,test
O=C(O)c1cnc(-c2nc3ccc(Br)cc3cc2-c2cc3cc(Br)ccc3nc2C(=O)O)s1,-1,test
Nc1nc(C2SC(=O)NC2=O)c2nc(-c3cc4cc(Br)ccc4nc3C3SC(=O)NC3=O)sc2n1,-1,test
C[C@@]1([C@H]2CN(c3ccc4nnc(=O)n([C@]5(C)CCSC(N)=N5)c4c3)C[C@@H]2[C@]2(C)CCSC(N)=N2)CCSC(N)=N1,-1,test
O=c1oc2ccc(Nc3ccc4oc(=O)oc4c3)cc2o1,-1,test
CC1(C)NC(=O)Cn2c1nc(-c1c[nH]c(-n3cc(F)nn3)n1)c2-c1nc(-n2cc(F)nn2)c[nH]1,-1,test
CN(C)C(=O)N1CCOCC1,-1,test
N#Cc1cc(N2CCN(c3cc(C#N)cc4nc(C[C@@]5(O)CN6C(=O)CCc7ncc(F)c5c76)oc34)CC2)c2oc(CCC(=O)O)nc2c1,-1,test
Cn1nc([C@H]2OC[C@H]2N)nc1C1(C)NC(=O)N(C2(C)NC(=O)N([C@H]3OC[C@H]3N)C2=O)C1=O,-1,test
O=C(O)c1cc(-c2ccccn2)nc(-n2cnnn2)c1,-1,test
O=C1NC(=O)C(c2cc(-c3cc4cc(Br)ccc4nc3C3SC(=O)NC3=O)cc(C3SC(=O)NC3=O)n2)S1,-1,test
Cc1c[nH]c2ncnc(-c3cc4nnc(-c5ncnc6[nH]cc(C)c56)c(C(=O)O)c4cc3-c3ncnc4[nH]cc(C)c34)c12,-1,test
CC#CC(CC(=O)O)n1cnnn1,-1,test
C[C@@H]1CCCN1c1cc(C(=O)O)cc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C)cc2)n1,-1,test
CS(=O)(=O)N1CCN(C2=Nn3c(nnc3[C@H]3COCC[C@H]3c3cccc4[nH]ncc34)CC2)CC1,-1,test
CN1CCN(C(=O)C[C@H]2CCN([C@@H]3C[C@H]4CCC[C@@]4(c4[nH]ncc4F)C3)C2=O)CC1,-1,test
O=C(O)C[C@@H]1COc2cc3c(cc21)OC[C@@H](c1nc2ncc(F)cc2s1)O3,-1,test
Cn1cnc(-c2ncn(C)c2N2CCCCCC2)c1-c1c(N2CCCCCC2)ncn1C,-1,test
O=C(O)Cn1cnnn1,-1,test
Cc1nnc(-n2cnnn2)c2nn(-c3c(-c4[nH]c(=O)c5c(=O)[nH]sc5c4-n4cnnn4)[nH]c(=O)c4c(=O)[nH]sc34)c(C)c12,-1,test
O=C1COc2ccc(C(=O)N3CC[C@@H](N4CCC4)[C@@H](F)C3)nc2N1,-1,test
CN([C@H]1C[C@@H](c2c(Cl)ccc(S(N)(=O)=O)c2Cl)C1)[C@@H]1C[C@H]2C(=O)CC[C@H]2[C@H]1c1nc[nH]n1,-1,test
Cn1ccc(N(c2ccc3ncc(=O)n(-c4ccn(C)n4)c3c2)c2ccn(C)n2)n1,-1,test
CS(=O)(=O)N1CCN(C2=Nn3c(nnc3-c3nnc4n3N=C(N3CCN(c5nnc6n5N=C(N5CCN(c7cccc8[nH]ncc78)CC5)CC6)CC3)CC4)CC2)CC1,-1,test
Fc1cn(-c2nc(-c3c[nH]c(-c4c[nH]c(-n5cc(F)nn5)n4)n3)c[nH]2)nn1,-1,test
Nc1nc2c(-c3ccc4[nH]c(=O)oc4c3)cccc2c2nc(-c3cccc4c3nc(N)n3nc(ONC(=O)CCCCCCC(=O)N5CCNC5=O)nc43)nn12,-1,test
Cn1ccc(-c2nc3c(Cl)cc(F)cc3c(=O)n2C(CO)CO)n1,-1,test
OCc1cc(CO)nc(CO)c1,-1,test
C[C@@H]1CCCN1C(=O)Nc1nnc(C(=O)O)o1,-1,test
OCc1cc(CO)nc(-c2cn3cc(CO)ccc3n2)c1,-1,test
O=c1nc(-c2cncs2)sc2c([N+](=O)[O-])cc(N3CCN(c4cncs4)CC3)cc12,-1,test
N[C@@H]1CCCN(c2cc(C(=O)O)cc(S(=O)(=O)c3cnc(C(F)(F)F)s3)c2)C1,-1,test
Nc1n[nH]c(CC(=O)N2C[C@@H]3C[C@@H](c4nc(N)n[nH]4)C[C@]3(c3nc(N)n[nH]3)C2)n1,-1,test
O=C(O)c1cc(=O)c2ccc(O)cc2o1,-1,test
N#C[C@H](Cn1c(N)nc2ccc([C@@H](O)CN3CC(=O)Nc4ccccc4C3)nc21)N1CC(=O)Nc2ccccc2C1,-1,test
Cc1nn(-c2ccc(F)cc2)c(=O)cc1C1CCN(C(=O)c2cnccn2)CC1,-1,test
Nc1ccccc1C(=O)NC(=O)c1ccccc1N,-1,test
c1nc(-c2cscn2)cs1,-1,test
CN(C)c1cccc(C(=O)O)c1,-1,test
CS(=O)(=O)NN1C[C@H]([C@H]2CC[C@@](O)(C(N)=O)CC2)N([C@H]2CC[C@@](O)(C(=O)O)CC2)C1=O,-1,test
CN1CCc2cc(C(=O)N3CCCC3)c(N3CCNCC3)cc2[C@H]1Cc1nc(N)n[nH]1,-1,test
Cc1cccc(C2(C)NC(=O)N(CS(=O)(=O)C(C)(C)C)C2=O)c1F,-1,test
Cc1ncc(N(C)c2cccnc2C)cn1,-1,test
O=C1CC[C@@H]2[C@H]1C[C@@H](N1CCOCC1)[C@@H]2c1cn([C@@H]2[C@@H]3CCC(=O)[C@@H]3C[C@H]2N2CCOCC2)nn1,-1,test
OC[C@H](O)Cc1ccc2ncc([C@@H](O)CN3CCOCC3)n2n1,-1,test
CC#CCc1cnc2ccc(=O)n(-c3cnc4ccc(=O)n(-c5nnco5)c4c3)c2c1,-1,test
Nc1nc(-c2nc3ccc(Br)cc3cc2-c2cc3cc(Br)ccc3nc2C2SC(=O)NC2=O)c2nc(C3SC(=O)NC3=O)sc2n1,-1,test
CN1CCN[C@@H](n2c(=O)ccc3ncc(N(c4ccccc4O)S(=O)(=O)Nc4ccccc4O)cc32)C1,-1,test
C[C@]12CCC(=O)C[C@H]1C[C@@H](CS(C)(=O)=O)[C@@H]2c1nc2ccc(Br)cc2cc1CS(C)(=O)=O,-1,test
COc1nnc2c3c(cnn12)N(CC(=O)N1CCOc2c1cnn1c(OC)nnc21)CCO3,-1,test
N#C[C@H]1CCOC[C@@H]1c1ccc(N/C(=N\O)c2nonc2-c2ccc([C@H]3COCC[C@@H]3C#N)cc2)cc1,-1,test
CC#CCn1c(=O)ccc2ncc(-c3nnco3)cc21,-1,test
CN1CCN(c2ccc(=O)n(C)n2)CC1,-1,test
CC(=O)N1CC[C@@H](N2CC[C@@H](N3CC[C@@H](N4CCC(C)(O)C4)[C@@H](F)C3)[C@@H](F)C2)[C@@H](F)C1,-1,test
c1cc2[nH]ncc2cc1Nc1cnc2ccc(-c3nnc(-c4ccc5[nH]ncc5c4)o3)nn12,-1,test
Cc1nc2cccnc2c(=O)n1-c1nnc(-n2c(C)nc3cccnc3c2=O)o1,-1,test
O=c1ccc2ncc(-c3ccc4nnc(-c5ccc6nnc(CO)n6n5)n4n3)cc2n1CO,-1,test
N#C[C@H]1CCOC[C@@H]1N1CCn2c(nc(-c3c[n+]([O-])ccn3)c2-c2c[n+]([O-])ccn2)C1,-1,test
N#CCCc1cc(-c2nc3cc(C#N)cc(CCC#N)c3o2)cc(CCC#N)n1,-1,test
O=C(O)c1cc2cc(Br)ccc2nc1N1CCOCC1,-1,test
N#CCCc1cc(CCC#N)nc(-c2nc3ccc(Br)cc3cc2CCC#N)c1,-1,test
Cc1c(C(=O)NO)nn(-c2ccn(C)n2)c1C(=O)NO,-1,test
OC(c1cc(-c2nnn[nH]2)nc(-c2nnn[nH]2)c1)(c1nnn[nH]1)C(F)(F)F,-1,test
CN(C)C1(O)COC1,-1,test
CC(C)c1cnc(-n2c(=O)ccc3ncc(-c4cnc5ccc(=O)n(C(C)C)c5c4)cc32)nc1,-1,test
O=C(O)c1ccc2c(N3CCN(c4ccc5c(OC(F)F)nncc5c4)CC3=O)nncc2c1,-1,test
CN(C)C(=O)N1CCN(S(=O)(=O)C(F)(F)F)CC1,-1,test
CS(=O)(=O)CC[C@H](N)CN(C(=O)C1c2ccccc2C(=O)N1C1(N)CCOCC1)C1(N)CCOCC1,-1,test
O=C(O)c1ccc(N2CCC(C(=O)O)(C(=O)O)CC2)cc1,-1,test
Cn1c(=O)cc(-c2nc3ccc(Br)cc3cc2-c2nnc(-c3nnc([C@@H]4OC[C@@H]4N)o3)o2)c2nccnc21,-1,test
Brc1ccc2nc(N3CCNCC3)c(-c3cc4cc(Br)ccc4nc3N3CCNCC3)cc2c1,-1,test
Nc1ncnc2c1c(-n1nc(-c3cnc(CO)s3)c3c(N)ncnc31)nn2CO,-1,test
CC(=O)N1CCN2C[C@@H](C(=O)N3CCN4C[C@@H](c5cnccc5S(N)(=O)=O)OC[C@@H]4C3)OC[C@@H]2C1,-1,test
Cn1cc(-c2nn(-c3cc(S(N)(=O)=O)c(Cl)cc3F)cc2-c2nnc(-c3cc(S(N)(=O)=O)c(Cl)cc3F)o2)cn1,-1,test
Nc1cc(C[C@]2(O)Cn3c(=O)ccc4ncc(F)c2c43)ccn1,-1,test
Nc1n[nH]c(-c2cc3cc(Br)ccc3nc2-c2cc3cc(Br)ccc3nc2-c2ccc3nnc(-c4nc(N)n[nH]4)n3n2)n1,-1,test
CNc1nc2cc(C#N)cc(-c3nc4ncccc4s3)c2o1,-1,test
NC(=O)c1ccc2nnc(N3CCN(C(=O)COP(=O)(O)O)CC3)n2n1,-1,test
Cn1c([C@H]2CN([C@]3(C)CCSC(N)=N3)C[C@@H]2[C@]2(C)CCSC(N)=N2)nc2[nH]nc([C@]3(C)CCSC(N)=N3)c2c1=O,-1,test
CN1C(=O)N([C@H]2COC[C@H]2C(=O)O)C2=C(C(=O)CC2)C1n1c(=O)cnc2ccc(C(=O)O)nc21,-1,test
CN(C)C(=O)c1nc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2nc1N(C)C,-1,test
Cn1c(=O)cc(-c2nnc([C@@H]3OC[C@@H]3N)o2)c2nccnc21,-1,test
CN(C)c1cc(C#N)cc2nc(-c3nc4n(c3N(C)C)CCN(S(C)(=O)=O)C4)oc12,-1,test
CC1(O)CCN(C(=O)N2Cc3cccnc3OC[C@@H]2[C@]2(O)CC[C@H](N3CCC(C)(O)C3)CC2)C1,-1,test
OCc1csc(C2CCCN([C@@H]3CNCCCO3)C2)n1,-1,test
O=C(c1cc(O)ncn1)N1CCN(c2cc(O)ncn2)CC1,-1,test
CC1=NC(c2ccc(S(N)(=O)=O)cc2)(n2ncc3c(-c4nnc([C@H]5C[C@H]5F)o4)ncnc32)N=C1N,-1,test
NC(=O)n1nc(-c2ccc3c(c2)c(-c2ccc4ccccc4n2)nn3C(N)=O)c2cc([C@H]3CC[C@@](O)(c4ccc5ccccc5n4)CC3)ccc21,-1,test
O=S(=O)(Cc1nnc(OS(=O)(=O)c2cccc3cnccc23)o1)c1ccccc1,-1,test
N#CCCc1cc(-c2cc3cc(Br)ccc3nc2CCC#N)cc(CCC#N)n1,-1,test
CN1Cc2cc(-c3cc4c(cc3CO)CN(C)C4=O)c(CC3(F)Cn4c(=O)ccc5ncc(F)c3c54)cc2C1=O,-1,test
Nc1n[nH]c(C(=O)NC(=O)c2nc(N)n[nH]2)n1,-1,test
CC(=O)N1CCC(N2CCC(N3CCC(C(=O)O)CC3)CC2)CC1,-1,test
O=C(O)c1ncc(-c2nc3ccc(Br)cc3cc2-c2cc3cc(Br)ccc3nc2C(=O)O)s1,-1,test
FC(F)(F)c1cn(-c2cn(C(F)(F)F)nn2)nn1,-1,test
O=C(O)c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1N1CCOCC1,-1,test
CN(CC(=O)N(C)[C@H]1OC[C@@H]1N)[C@H]1OC[C@@H]1N,-1,test
c1cnc2nc(-c3nc4ncccc4s3)sc2c1,-1,test
CC1(c2ccc(N/N=C/c3cccc(-c4cccc(/C=N/Nc5ccc(C(=O)O)cc5)c4)c3)cc2)COC1,-1,test
Nc1ccccc1-c1oc2cc(-c3ccc4c(=O)c(O)c(-c5ccc6c(=O)c(O)c(-c7ccccc7N)oc6c5)oc4c3)ccc2c(=O)c1O,-1,test
CC1(N2CCCNC2=O)NC(=O)N(c2cnc3ccc(C(=O)N4CCCNC4=O)nn23)C1=O,-1,test
CC(C)c1nnc(C(C)C)o1,-1,test
C[C@]12CCC(=O)C[C@H]1C[C@@H](CC(=O)N1CCC3(CC1)CC(n1cnnn1)C3)[C@@H]2n1cnnn1,-1,test
N#C[C@H]1CCOC[C@@H]1c1cc(C(N)=O)cc(N2CCOCC2)n1,-1,test
CN(C)c1cccc2c1nc(N)n1nc(-c3nc4c5cccc(NCC6=CSC7=NC(C)(C)CN67)c5nc(N)n4n3)nc21,-1,test
O=c1c(Cl)cc2ncc(F)c3c2n1CC3(O)Cc1cc2cc(Br)ccc2nc1-c1nc2ccc(Br)cc2cc1CC1(O)Cn2c(=O)c(Cl)cc3ncc(F)c1c32,-1,test
Cn1cc(-c2nnc(-c3nn(-c4nnc(-c5cnn(C)c5)o4)c4ncnc(N)c34)o2)cn1,-1,test
N#CCNc1[nH]c(N2CCOCC2)c2oc3cc(N4CCOCC4)cc(O)c3c(=O)c12,-1,test
NC(=O)c1nc2ccc(Br)cc2cc1[C@@H]1CNCCCO1,-1,test
OC1(N2CCn3c(nnc3N3CCCCC3)C2)CCCCCC1,-1,test
O=C1CCCCN1c1ccc2cnc(Nc3ncc4ccc(N5CCCCC5=O)n4n3)nn12,-1,test
N#CCCc1cc(-c2cc(C#N)cc3nc(CCC#N)oc23)cc(CCC#N)n1,-1,test
O=C(O)c1cnn2ccc(-c3ccn4ncc(-c5ccn6ncc(C(=O)O)c6n5)c4n3)nc12,-1,test
CN1C2CCC1CC(c1cn(C3CC4CCC(C3)N4C)nn1)C2,-1,test
CS(=O)(=O)[C@H]1CC[C@](C)(N[C@]2(C)CC[C@@H](S(C)(=O)=O)CC2)CC1,-1,test
N#Cc1cc(-c2ccc(C(N)=O)cc2)c2oc(N3CC(O)C3)nc2c1,-1,test
CS(=O)(=O)NN1C[C@H]([C@]2(O)CC[C@H](C(N)=O)CC2)N([C@H]2CC[C@@](O)(C(=O)O)CC2)C1=O,-1,test
Cc1nn(-c2nc3ccc(-c4nc5ccc(N6CCNCC6)cc5o4)cc3o2)c(C)c1N1CCNCC1,-1,test
Cn1c(=O)n(CN)c2c3cc(-c4nc5n(c4CN)CCN(c4cnc(N)nc4N)C5)ccc3ncc21,-1,test
CN1CCN(C(=O)C[C@H]2CCN([C@@]34CCC[C@@H]3C[C@@H](N3CCN(C)CC3)C4)C2=O)CC1,-1,test
Cc1nn(C2CCN(C(=O)c3cnccn3)CC2)c(=O)cc1-c1cnccn1,-1,test
N#Cc1cc(CO)c2oc(N3CCN(c4cc(C#N)cc5nc(CCC(=O)O)oc45)CC3)nc2c1,-1,test
Cn1cc(C(=O)O)nn1,-1,test
Brc1ccc2nc(-c3nc4ccc(Br)cc4cc3N3CCN([C@@H]4CNCCCO4)CC3)c([C@@H]3CNCCCO3)cc2c1,-1,test
CN1CC2(CC(n3nc(C(N)=O)cc3-c3csc(C(N)=O)n3)C2)C1,-1,test
CN1Cc2cc(C(=O)O)c(CC3(F)Cn4c(=O)ccc5ncc(F)c3c54)cc2C1=O,-1,test
C[C@H]1CN([C@@H](CC(N)=O)C(=O)N2C[C@@H]3C[C@@H](C(=O)O)C[C@]3(C(=O)O)C2)C[C@@H](C)N1C,-1,test
O=C(O)c1cc(-n2cnnn2)cc(-n2ncc3c(C(=O)O)ncnc32)n1,-1,test
O=C1COc2ccc(C(=O)O)nc2N1,-1,test
CC(C)S(=O)(=O)N1CCn2c(nc(-c3cc(C#N)cc4nc(C(=O)O)oc34)c2C(=O)O)C1(C)C,-1,test
Cc1ncc(C(=O)N2C(=O)N(NS(C)(=O)=O)CC2N2CCOCC2)cn1,-1,test
NC(=O)c1c[nH]c(C2CCN(c3c[nH]c(C(N)=O)n3)CC2)n1,-1,test
NS(=O)(=O)c1ccc(-c2nnc(C(=O)O)n2-c2cnc3ccc(=O)n(CO)c3c2)cc1,-1,test
Cn1nc(-c2nc3c([nH]2)c(=O)n(-c2nc4ccc(Br)cc4cc2-c2ccc(=O)n(C)n2)c(=O)n3-c2ccc(=O)n(C)n2)ccc1=O,-1,test
CC1(C)C[C@H](C(=O)O)CC[C@H]1C(=O)O,-1,test
OCc1nnc(CO)o1,-1,test
C[C@@H]1NC(c2cnccn2)=NC1(c1ccc(S(N)(=O)=O)cc1)[C@@H]1CC[C@](C)(N)C1(C)C,-1,test
CN(C)c1nc2c3cccc(Nc4nc5c6cccc(N(C)C)c6nc(N)n5n4)c3nc(N)n2n1,-1,test
Cn1ccc(CC(=O)NC(=O)Cc2ccn(C)n2)n1,-1,test
c1cc2[nH]ncc2cc1-c1nnc(-c2ccc3ncc(-c4ccc5[nH]ncc5c4)n3n2)o1,-1,test
O[C@]1(c2cncs2)CC[C@@H](c2cncs2)CC1,-1,test
CC#C[C@@H](CC(=O)O)c1cc2c(cc1-c1cc3c(cc1C(=O)N1CCC[C@H]1C)OCC1=NNC(=O)[C@@H](C)N13)OCC1=NNC(=O)[C@@H](C)N12,-1,test
N#Cc1cc(-c2cc(C#N)cc3nc(C4CC=CCNC4)oc23)c2oc(-c3cn(C4CC=CCNC4)c4ncnc(N)c34)nc2c1,-1,test
c1cc2[nH]ncc2cc1-c1nnc(-c2ccc3ncc(-c4nnc(-c5ccc6[nH]ncc6c5)o4)n3n2)o1,-1,test
CN(C)CC(=O)N1CCN(c2cccc(C#CCc3nc[nH]n3)c2)CC1,-1,test
Cc1ncccc1N1CCCCC1N1CCCCC1C(=O)N1CCOCC1,-1,test
Nc1n[nH]c(-c2nc3ccc(Br)cc3cc2-c2cc3cc(Br)ccc3nc2-c2ccc3nnc(-c4nc(N)n[nH]4)n3n2)n1,-1,test
N#Cc1cc(C(N)=O)c2oc(CCC(=O)O)nc2c1,-1,test
NC(=O)n1nc(-c2ccc3ccccc3n2)c2cc([C@H]3CC[C@@](O)(c4ccc5ccccc5n4)CC3)ccc21,-1,test
O=C(O)CCc1cc(N2CCNC2=O)c2cc(CCC(=O)O)c(N3CCNC3=O)cc2n1,-1,test
Nc1ncnc2c1c([C@@H]1CCN(C(=O)c3ccc4c(n3)NC(=O)CO4)C[C@@H]1F)nn2-c1ccc2c(n1)NC(=O)CO2,-1,test
CS(=N)(=O)Cc1nn(-c2ccc(F)cc2)c2ncnc(N)c12,-1,test
CN(C)c1cccc(-c2cccc(-c3cccc(N(C)C)c3)c2)c1,-1,test
CS(=O)(=O)n1nc(CCC(=O)O)c2cc(CCC(=O)O)ccc21,-1,test
Cc1c(Cl)c(-c2ccc3[nH]c(=O)oc3c2)nn1C(O)c1cn(C)nc1-c1ccc2[nH]c(=O)oc2c1,-1,test
O=C(NO)c1cc2cc(Br)ccc2nc1-c1nc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2nc1-c1ncc(F)cn1,-1,test
C[C@H]1CN(c2cn([C@H]3C[C@H]4CSC(N)=N[C@@]4(n4c(O)cc(=O)nc4N4C[C@H](C)N[C@H](C)C4)CO3)nn2)C[C@@H](C)N1,-1,test
Cn1nc(C2(C)NC(=O)N([C@H]3OC[C@H]3N)C2=O)nc1-c1nc([C@H]2OC[C@H]2N)n(C)n1,-1,test
c1c(N2CCOCC2)nnn1-c1nnc(N2CCOCC2)o1,-1,test
CC(C)c1nnc(-c2cnn(C)c2S(N)(=O)=O)o1,-1,test
NS(=O)(=O)c1ccc(C[C@]2(O)Cn3c(=O)ccc4ncc(F)c2c43)cc1,-1,test
O[C@@H]1CCN(c2cc3nc(-c4c[nH]c5ccc(F)cc45)cc(-c4c[nH]c5ccc(F)cc45)c3cc2-c2c[nH]c3ccc(F)cc23)C1,-1,test
O=C1NCCN1c1ccnnc1,-1,test
CC(C)(O)[C@@H]1CCN([C@@H]2CCN([C@]3(O)CC[C@H](C(C)(C)O)CC3)C[C@@H]2F)C[C@@H]1F,-1,test
NS(=O)(=O)c1ccc(-c2cnn[nH]2)cc1,-1,test
CN1CC2(CC(c3cc(-c4csc(C(N)=O)n4)n(C4CC5(C4)CN(C)C5)n3)C2)C1,-1,test
CC(C)(O)[C@H]1CC[C@](O)([C@H](CC(=O)O)CN2CCOCC2)CC1,-1,test
Cc1c(C(C)C)cnn1-c1cnn([C@H]2CC[C@@](O)(C(C)C)CC2)c1C,-1,test
Cn1ccc(-c2cc(-c3cnc(N)c(-c4cc(N5CCOCC5)cnc4N)c3)cnc2N)n1,-1,test
CN1CCN(c2cc(N3CCN(C)CC3)cc(S(=O)(=O)c3cnc(-c4ccnc5c4CCC(=O)N5)s3)c2)CC1,-1,test
O=C1CN(c2ccc(S(=O)(=O)N3CCN(C[C@]4(O)Cn5c(=O)ccc6ncc(F)c4c65)C(=O)C3)cc2)CCN1C[C@]1(O)Cn2c(=O)ccc3ncc(F)c1c32,-1,test
O=C1COc2ccc(C(=O)N3CC[C@@H](N4CC[C@@H](N5CCC5)[C@@H](F)C4)[C@@H](F)C3)nc2N1,-1,test
CC1(c2cccc(/C=N/Nc3ccc(-c4cccc(/C=N/Nc5ccc(C(=O)O)cc5)c4)cc3)c2)COC1,-1,test
