smiles,Mutagenicity,group
O=C(CCl)CCl,1,test
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,1,training
O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12,1,training
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,0,training
Oc1cc(O)cc(O)c1,0,training
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,training
C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3,1,training
Clc1cncc(Cl)c1,0,training
CC(Br)C(=O)N(C)Cc1ccccc1,0,valid
COP(C)(=O)OC,0,test
CC(C)=O,0,training
N=c1ccn2c(n1)O[C@@H]1[C@@H]2O[C@H](CO)[C@H]1O,0,training
OCCS,0,training
CC(=O)N(O)c1ccccc1C,1,training
O=S(=O)(O)Oc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1,training
CC(C)(C)OC(=O)[C@H](N)CN=[N+]=[N-],1,valid
COc1cc(N)ccc1C,1,training
CCC(=O)OCc1ccccc1[N+](=O)[O-],0,training
O=S(=O)(Nc1ccccc1Cl)c1cccc2cccnc12,0,training
Nc1ccc2snc(Cl)c2c1,1,training
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,0,training
O=Nc1c(-c2ccc(Cl)cc2)nc2sccn12,1,training
CC[C@@H](C)NC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
O=C1c2ccccc2C(=O)c2ccccc21,1,training
O=C(O)[C@@H]1O[C@H](N(O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,1,training
COc1c2ccccc2nc2occc12,1,valid
CC(C)(C)NCC(O)COc1ccccc1C1=CCCC1,0,training
C/C=C/CC#N,0,training
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,0,training
CCBr,1,training
Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O,0,training
C[C@@H](O)CBr,1,training
Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2C1OC(CO)C(O)C1O,1,training
COc1nc2cccc(CBr)c2nc1OC,1,training
CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O,0,test
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,1,test
CN1CCN(c2ccc3[nH]c(Cc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0,training
O=C(O)CI,1,training
CCCC,0,training
C1=CC23CCCC2(C=C1)O3,1,valid
O=[N+]([O-])c1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,1,valid
Brc1ccc(-c2ccccc2)cc1,0,training
CN[C@@H](C)Cc1ccccc1,0,training
Cc1ccc([N+](=O)[O-])cc1,0,training
CCOCCOC(=O)c1cc(Cc2ccc(N)c(C(=O)OCCOCC)c2)ccc1N,0,training
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,1,training
C=CCn1cc2c3c(cccc31)C1CC(C)CN(C#N)C1C2,1,training
OC1c2cccc3ccc4cccc(c4c23)C1O,0,training
O=C(OCCBr)C(O)C(O)C(=O)OCCBr,1,training
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,training
c1cnc2ccc3c(c2c1)C1OC1CC3,1,valid
C=C(Br)C(C)=O,1,test
c1ccc(CSCc2ccccc2)cc1,0,training
Fc1cnc2c(c1)cc(F)c1ccccc12,0,training
CC(O)/C=C/C=O,1,training
Cc1c(/C=N/OCc2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,0,test
Oc1cccc2ccc3c4ccccc4ccc3c12,1,training
O=P1(N(CCCl)CCCl)NCCCO1,1,training
CC/C=C/C=C/C=C/C=C/C=O,0,valid
COc1ccccc1N,1,training
C[C@H]1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,1,test
Nc1ccc(O)c2c1C(=O)c1c(O)ccc(N)c1C2=O,1,training
CCC1(C)CO1,0,training
C=C(C=O)CC,1,training
Oc1ccc(/C=N/c2snc3c(Cl)cc(Cl)cc23)cc1,1,valid
Nc1ccccc1C(=O)OC/C=C/c1ccccc1,0,training
Cc1ccc2ccccc2n1,1,valid
ClC(Br)Br,0,test
Cc1ccc2ccc([N+](=O)[O-])cc2c1,1,training
CC1(c2ccc(Br)cc2)CO1,0,training
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,1,training
C/C=C(/C)C#N,0,test
Cc1ccc(Cc2ccccc2)cc1,0,training
CC(=O)ON(C(C)=O)c1ccc(Sc2ccccc2)cc1,1,training
CCC[C@@H](O)[C@@H](CC)CO,0,test
CNC(=O)N(c1ccccc1)c1ccccc1,0,training
C1O[C@H]1[C@@H]1CC[C@@H]2O[C@@H]2C1,1,training
Clc1ccccc1,0,training
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],1,training
Cc1cccc(C)c1[N+](=O)[O-],0,training
Cc1cc(NOS(=O)(=O)O)ccc1N,1,training
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,0,training
Cc1ccc(S(=O)(=O)OCC(C)C)cc1,0,training
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,1,test
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,1,training
BrCc1ccccc1CBr,0,training
BrCCCCBr,1,training
c1ccc(Cn2ccnc2)cc1,1,training
CCC12OC1O2,1,training
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0,training
Cc1coc2c1CCC(C)C2,0,training
CCc1cccc(CC)c1N=O,1,training
O=C(Oc1ccccc1)c1ccccc1O,0,training
COc1ccc2c(c1)C1CCCCC1C1OC21,0,training
CC[C@@H](O)/C=C/C=C/C=C/C=C/C=O,1,training
Nc1ccc2nc3ccccc3cc2c1,1,training
Cn1cnc2c(=N)[n+](=O)[cH-][nH]c21,1,training
Fc1cccc2cccnc12,1,training
OC1CC=Cc2cccnc21,0,training
O=C(Cn1c(=O)sc2ccccc21)OCc1ccccc1,0,training
CC(=O)N(O)c1ccccc1,0,training
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,0,training
COc1ccc2c(c1)nc(N)n2C,1,training
CCOC(=O)c1c2c(nn[n+]1[O-])c1ccccc1n2C,1,training
c1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1,valid
O=C1c2ccccc2-c2c1ccc1ccccc21,1,training
CCCCCCCCCCC,0,training
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1I,0,training
COC(=O)/C(Cl)=C(\OP(=O)(OC)OC)c1cc(Cl)ccc1Cl,0,training
Nc1ncnc2c1ncn2C1OC(CO)CC1O,1,test
CC(CC1=C(C=O)COC1O)C1=CCC(C)(C)C1,0,test
OC[C@H](Cl)CCl,1,training
CCOC(=O)OC(=O)OCC,0,training
N=C(N)c1ccc(-c2cc3ccc(C(=N)N)cc3s2)cc1,0,training
[N-]=[N+]=NC(c1ccccc1)c1ccccc1,1,training
CCCCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCCCC)c2ccc([N+](=O)[O-])cc12,1,training
FC[C@H]1CO1,1,valid
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,1,training
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1,test
CCCc1cc(O)nc(S)n1,0,training
Cc1ccc(C)c(O)c1C,0,training
COc1ccc(-c2nc(-c3ccc(C)cc3C)[nH]c2-c2ccc(OC)cc2)cc1,1,valid
O=C1OCC(CCl)=C1Cl,1,training
O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,0,valid
NC(=O)c1cccnc1,0,training
O=C1CCc2c1cc(C(F)(F)F)c1c3c(ccc21)[C@H](O)[C@@H](O)C=C3,1,training
CCCCCCC(C/C=C/CCCCCCCC(=O)OC)OC(C)=O,0,training
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0,training
CCCCCCCCBr,0,valid
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](OCC)O[C@@H](OCC)[C@]3(C)C[C@H]12,1,training
CCOO,1,test
Cc1ccc2c(C)cccc2c1,0,training
O=C(/C=C/c1ccccc1)c1ccc([N+](=O)[O-])cc1,1,training
CC(OP(C)(=O)F)C(C)(C)C,0,training
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,0,valid
O=C1c2ccccc2-c2ccc(O)c3cccc1c23,1,training
O=[N+]([O-])c1cccc(/C=N/c2snc3ccccc23)c1,1,training
CC(=O)ON(OCc1ccc(Oc2ccccc2)cc1)C(=O)c1ccccc1,1,training
FC(F)(F)C(F)(F)Cl,0,test
Cc1cnc2c(cc(C)c3c2nc(N)n3C)n1,1,test
O=C1c2c(ccc3ccccc23)-c2ccc3ccccc3c21,0,training
COc1cccc2c(NCCCNCCCl)c3ccccc3nc12,1,test
C=C1C/C(=C/C)C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,1,valid
COc1c2occc2cc2ccc(=O)oc12,1,training
Oc1c(Cl)ccc(Cl)c1Cl,0,valid
O=S(=O)(O)Oc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,0,training
c1cc(OC[C@H]2CO2)cc(OC[C@H]2CO2)c1,1,valid
Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,training
C1=C[C@@H]2O[C@@H]2c2ncccc21,1,training
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,0,training
CCOP(=O)(CC)OCC,0,training
COP(=O)(OC)O/C(=C\Br)c1ccc(Cl)cc1Cl,0,training
Cc1cc(C)c(N)cc1C,1,training
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1,valid
CCCCCCCC[C@H]1CO1,0,training
O=S1(=O)CCCC1,0,training
CCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,1,test
CC(=O)OCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,1,test
CCc1ccccc1Nc1ccc(Nc2ccccc2CC)c2c1C(=O)c1c(O)ccc(O)c1C2=O,1,training
c1ccc2c(c1)C1CCCCC1C1OC21,0,valid
Cc1ccc2[nH]c3c(C)ccc(C)c3c2c1,1,training
CN=NO,1,training
Nc1ccc(Cc2ccc(N)cc2)cc1,1,test
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41,1,test
CCOCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,1,training
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0,training
Cc1cc2c(O)cccc2c2cc3c(cc12)C=CC(O)C3O,1,training
Cc1c(N=O)c(=O)n(-c2ccccc2)n1C,1,valid
CC1=C(C(=O)Nc2ccccc2)SCCO1,0,training
CC(N)(CN=[N+]=[N-])C(=O)O,1,training
Cc1cc2c(C)c3ccccc3c(C)c2cc1C,1,training
COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1,1,training
C[C@]12CC(C=O)=C(O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@@H]1CC[C@]2(C)O,0,training
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,1,test
CC(=O)OCN(C)N=O,1,valid
COC(=O)/C(=C/c1ccc([N+](=O)[O-])o1)[N+](=O)[O-],1,training
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O,0,test
O=C(OCc1ccccc1)c1cccc2cccnc12,0,training
Cc1[nH]c2c(c3nc4ccccc4c1-3)C(=O)C(N1CCN(C)CC1)=CC2=O,1,valid
C1=C[C@@H]2O[C@@H]2C=C1,1,training
Nc1ccccc1C(=O)CC(N)C(=O)O,0,training
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0,training
c1ccc2c(c1)Cc1c-2ccc2ccc3ccccc3c12,1,training
Nc1ccc2ccccc2c1,1,training
ONc1ccc2ccccc2c1,1,training
O=C1OCC(C(Br)Br)=C1Cl,1,test
COC(=O)c1ccc(O)cc1,0,training
CC(=O)N(O)c1ccc(C)cc1,0,valid
CCCCNCCCC,0,training
CCOC(=O)N(CCO)N=O,1,training
CCCOC(=O)c1cc(Cc2ccc(N)c(C(=O)OCCC)c2)ccc1N,0,training
Oc1ccc2ccccc2c1,0,training
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0,training
CN(C)CCNC(=O)c1ccc2c(N)c3ccccc3nc2c1,0,training
CC(=O)c1cc(NC(=O)NC(C)(C)C)ccc1OCC(O)CNC(C)(C)C,0,training
CN(C)C(c1ccccc1)(c1ccccc1)N(C)C,0,training
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0,valid
Oc1ccc2cccnc2c1,0,training
CC(C)(Oc1ccc([C@H]2CCCc3ccccc32)cc1)C(=O)O,0,training
CCCC/C=C/C=C/C=C/C=C/C=C/OCC(O)CO,1,training
O=c1c(=O)c2cccc3ccc4cccc1c4c32,0,training
CC(=O)CN(C)N=O,1,training
Cc1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,0,training
[N-]=[N+]=NCCc1ccccc1,1,training
CN(C)CCNC(=O)c1cccc2c1Oc1ccccc1O2,1,training
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,training
OCCOc1cc(Cl)c(Cl)cc1Cl,0,valid
C1CO1,1,valid
CN(Cc1ccc(Cl)cc1)N=O,1,training
COP(=S)(OC)OC,0,training
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0,training
CC(=O)N1CCC[C@H]1C(=O)N(CC(=O)O)N=O,1,training
CC1C=C(C=O)C(C=O)=CC2CC(C)(C)CC12,0,training
Cc1cc2ccccc2c2cc([N+](=O)[O-])c3ccccc3c12,1,test
COc1cccc(CN2C3c4ccccc4-c4ccccc4C32)c1,1,training
CC(C)(C)c1cccc(C(C)(C)C)c1O,0,training
COc1ccc([N+](=O)[O-])ccc1=O,1,training
C[C@@H]1O[C@H]1c1ccccc1,0,training
c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,0,training
CC(=O)c1ccc(CC(C)C)cc1,0,training
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0,training
CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,training
Nc1ccc2c(c1)Cc1cc(N)ccc1-2,1,training
CCN(CC)c1ccc(-c2ccc(-c3ccc(-c4ccc(N(CC)CC)cc4)cc3)cc2)cc1,0,training
CCC(=O)N(O)c1ccc(-c2ccccc2)cc1,1,training
COCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,1,training
Nc1cnc2ccc3ccccc3c2c1,1,training
CNc1ccc(O)cc1,1,training
C/C=C\C=C/C=O,1,training
O=C1C=Cc2ccccc2C1=O,1,valid
OC1c2cc3c4ccccc4c4ccccc4c3cc2C2OC2C1O,1,test
S=c1scc(-c2ccccc2)s1,0,training
c1ccccc1,0,training
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0,training
Oc1cc(Cl)cc(Cl)c1Cl,0,training
CC(=O)/C(=N/O)C(=O)N(c1ccccc1)N(C)N=O,1,training
COP(=S)(OC)Oc1ccc(SC)c(C)c1,0,training
C=CCOC(=O)c1ccccc1N,0,training
C1=CC2CCCCC2c2ccccc21,1,test
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,1,training
NC(=O)CN1C[C@H](O)CC1=O,0,training
O=C(O)CCCC(=O)O,0,test
Clc1cc2c3ccccc3ccc2c2ccccc12,1,training
CCC(C)C=O,0,training
CCOP(=S)(OCC)SCSC(C)(C)C,0,training
Cc1ccc(S(=O)(=O)O)cc1C,0,valid
CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1,1,training
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,0,valid
Oc1ccccc1O,0,valid
NC(CSC/C=C/Cl)C(=O)O,0,training
CC(=O)O[C@@H]1Cc2c3ccc4ccccc4c3cc3ccc(C)c1c23,1,training
Brc1c2ccccc2cc2c1ccc1ccccc12,1,training
c1ccc(Cc2ccc(OCC3CO3)cc2)cc1,1,training
CC(C)(C)c1cc(-c2ccccc2)ccc1N=O,1,training
Cc1cc(C#[N+][O-])cc(C#[N+][O-])c1,1,training
O[C@@H]1C=Cc2c(ccc3cc4ccccc4cc23)[C@H]1O,1,training
C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,0,training
CCCCN(CC(O)c1ccc(O)cc1)N=O,0,training
CNc1ccc(N=Nc2ccc(N(C)C(C)=O)cc2)cc1,1,training
CCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,0,training
COc1ccc2[nH]c3c(C)cc(N)c(C)c3c2c1,1,training
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,1,training
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0,training
Nc1c2c(nc3ccccc13)CCCC2,1,training
C[n+]1cccc(C(=O)O)c1,0,training
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0,test
Nc1nc(O)c2nc(O)n(C3CC(O)C(CO)O3)c2n1,0,training
N#Cc1cccc2cccnc12,1,training
O=C(C(Cl)Cl)C(Cl)(Cl)Cl,1,training
NC(=O)N(CCC(=O)O)N=O,1,training
COc1ccc(CO)cc1,0,training
Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1,training
O=C(/C=C/c1ccccc1)c1ccc(Br)cc1,0,training
N#Cc1ccc(/C=C/c2ccc(N)cc2)cc1,1,training
O=C(O)C1(O)C[C@H](O)C(O)[C@H](O)C1,0,training
C=C(Br)C(=O)O,0,training
CN1CC(O)c2cc3c(c4c2C1Cc1ccccc1-4)OCO3,1,training
Cc1cc(N=Nc2cccnc2)c(N)cc1N,1,test
CCCCOP(=O)(OCCCC)Oc1ccccc1,0,training
CC(C)CCO,0,test
Nc1ccc(N=Nc2ccccc2)cc1,1,training
Nc1nc(N)c2[nH]cnc2n1,0,training
O=C(O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,0,training
O=C(O)/C=C/c1ccccc1[N+](=O)[O-],0,training
Nc1ccc(S(=O)(=O)O)c2ccccc12,0,training
C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12,0,training
CCOP(=O)(OCC)Oc1cc(-c2ccccc2)on1,0,training
CCCCON(OC(C)=O)C(=O)c1ccc(C)cc1,1,valid
C/C=C(\Cl)C=O,1,training
O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1Cl,0,training
CC(=O)CC(=O)CCC(=O)O,0,training
O=C1OCC(C(Cl)Cl)=C1Cl,1,training
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0,training
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0,training
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,1,training
NCCNCCN,0,training
COc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0,training
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,1,training
c1ccc2[nH]nnc2c1,1,training
CC(=O)/C=C\c1ccc2c(c1)OCO2,0,training
CN(N=O)C(=O)c1c(N(C)C(=O)OC(C)(C)C)ncn1C,1,training
Cc1ccc2ccc3cc4ccccc4cc3c2c1,1,training
O=C(/C=C/c1ccccc1)c1ccc(F)cc1,0,training
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1C[C@@H]3O,1,training
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,1,training
C=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,test
OCCc1ccccc1,0,training
CCC=O,0,training
O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,1,training
OC1C=Cc2c(ccc3cc4c(ccc5ccccc54)cc23)C1O,1,test
C[N+](C)(C)CCCl,0,training
CNc1ccccc1C(=O)OC,0,training
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,1,valid
C=C(C)C(=O)OCC(C)O,0,training
Cc1cccn2c1nc1ccc(NO)nc12,1,training
COc1cc(OC)c(OC)cc1C=O,0,training
COc1nsc2c(OCC3CO3)cccc12,1,training
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0,valid
OC1C=Cc2ccc3cc4c(ccc5ccccc54)cc3c2C1O,1,training
Cc1ccsc1,0,training
CN(C)C#N,0,training
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0,training
COC(=O)c1cc2c(c3c1ccc1c(OC)cccc13)OCO2,1,training
CCOC1=CC(=O)C(NC(C)=O)=CC1=O,1,training
BrC(Br)C(Br)(Br)Br,0,training
CNC(=O)Nc1ccccc1,0,training
Cc1cc(C)c(N)c(C)c1N,1,training
CCNc1nc(O)nc(NC(C)C)n1,0,training
C[C@@H](O)CCl,1,test
Nc1ccc2c(c1)-c1cccc3cccc-2c13,1,training
O=[N+]([O-])CCO,1,training
COc1ccc(C(=O)c2ccccc2)c(O)c1,0,training
O=C(O)c1ccccc1C(=O)O,0,training
CC1(C)Cc2ncccc2-c2nc(N)sc21,1,training
C=CC(=O)OC[C@H](CC)CCCC,0,training
Oc1ccccc1/C=N/c1snc2ccccc12,0,training
CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,1,training
Oc1cccc(Nc2ccccc2)c1,0,training
C=C(Cl)CSC(=S)N(CC)CC,1,valid
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,0,training
CCN(C#N)N=O,1,test
CC(C)(C)OCO,0,valid
CC(Br)(CBr)COP(=O)(OCC(C)(Br)CBr)OCC(C)(Br)CBr,0,training
CO[C@]12[C@H]3N[C@H]3CN1C1=C(C(=O)C(N)=C(C)C1=O)[C@@H]2COC(N)=O,1,training
CCCCCCCC(=O)O,0,test
Cn1ccc2c3c(ccc4ccc(O)cc43)ccc21,1,training
CC(=O)OCc1c2ccccc2c(C)c2c1ccc1ccccc12,1,training
Nc1cccc(O)c1[N+](=O)[O-],0,training
c1cnc2c(c1)ccc1c2ccc2cccnc21,1,training
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1,training
Cc1cccc(OC[C@@H](O)CNC(C)(C)C)c1C,0,training
CC(=O)Oc1cc(C=O)cc2c1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O,1,training
OC1c2c(ccc3ncccc23)C2OC2C1O,0,training
CN(C)c1ccc(N(C)C)cc1,1,training
CCCN(C(=O)CCCl)c1snc2ccccc12,1,training
COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,1,training
Nc1ncc([N+](=O)[O-])s1,1,valid
CCCCCCCCCCCCCCCCCCN,0,training
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0,training
CCCCCCC=O,0,training
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1O,1,valid
ClC(Cl)(Cl)Br,1,training
CC[C@@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0,training
O=[N+]([O-])c1cccc2nc3ccccc3nc12,1,training
CN(Cc1ccc(Br)cc1)N=O,1,training
CNc1cc(Oc2ccc(N)cc2)ncn1,1,valid
CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1,1,training
CC(=O)Nc1ccc(Oc2ccccc2)cc1,1,training
COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,0,training
CC(=O)Nc1ccc(Oc2ccc(N(OC(C)=O)C(C)=O)cc2)cc1,1,training
CCCCCCCCCCCCCCCC(=O)O,0,training
CC(=O)Nc1ccc(CC(=O)O)cc1,0,training
COc1ccccc1O,0,training
Cc1ccc2c(C)c3c(nc2c1)-c1ccccc1C(O)C3O,0,test
COC1=CC(=O)c2c(nc(C)c3c4c([nH]c23)CCCC4)C1=O,1,training
O=C1CCCCCCCCCCCCCCO1,0,test
C[N+]([O-])=NC[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,0,training
C=CCCl,1,training
NC(CSC(F)(F)C(F)F)C(=O)O,0,training
C/C=C/c1cccc(OC)c1OC,1,training
Cc1cc(O)c2c(c1O)C(=O)c1cc(O)cc(O)c1C2=O,1,test
CCCCN(CCCC)CCCC,0,training
Oc1ccc2ccc3c4ccccc4ccc3c2c1,1,training
c1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12,0,test
CN(C)CCNC(=O)c1cccc2nc3ccccc3nc12,1,test
ClC[C@]1(C(Cl)Cl)[C@@H]2CC(Cl)(Cl)[C@@]1(CCl)[C@H](Cl)[C@@H]2Cl,1,training
Nc1nc2cc(O)ccc2[nH]1,1,training
CCC/C=C(\C=O)CC,0,training
Nc1cccc(N)n1,1,training
Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N,0,training
CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc1ccccc1,1,training
C/C(Cl)=C\C=O,1,training
CC(=O)NCc1nc(-c2ccc([N+](=O)[O-])o2)no1,1,training
O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccccc1,1,training
Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,0,training
COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1,1,training
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],1,training
CCCCCN,0,test
CC/C=C1\OC(=O)c2ccccc21,1,training
CN(C)CCNC(=O)c1cccc2ncc(-c3ccccc3)nc12,1,test
CCCCCCCOc1ccccc1NC(=O)OC(C)CN(CC)CC,0,training
[N-]=[N+]=C1C=CC(=O)C=C1,1,valid
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],1,training
C=CCOC[C@H]1CO1,1,training
CC[C@@H](C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
OC1c2ccc3ccc4ccccc4c3c2C2OC2C1O,1,test
CCCCOCC(=O)O,0,training
CN(C)[P+](On1nnc2ccccc21)(N(C)C)N(C)C,0,training
COc1ccc2c(c1)C1CCCCC1C=C2,1,training
Cc1ccccc1C,0,training
O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,0,training
