smiles,ESOL_top20_6_brics_mol,group
COc1nc(Cl)nc(OC)n1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(N5c6ncccc6C(=O)N(C)c6ccc(Cl)nc65)c(-c5cc6c(cc5C5CC(C)C=C7C=CC(C)C(N8c9ncccc9C(=O)N(C)c9ccc(Cl)nc98)C75)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)cc4C2C3=O)O1,-1,test
Cc1cc(-c2cc(Cl)ccc2Cl)cc2c1NC(=O)c1cccnc1N2c1nc(Cl)c(Cl)cc1Cl,-1,test
CCCCCCCC(=O)N1c2ncccc2C(=O)Nc2c(-c3cc(C)nc4c3NC(=O)c3cccnc3N4c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(C)nc21,-1,test
CN1C(=S)c2cccnc2N(c2cc(Cl)nc(N(C=O)NS(=O)(=O)c3ccccc3-c3c([N+](=O)[O-])cc(-c4c([N+](=O)[O-])cc(N5c6ncccc6C(=S)N(C)c6cccnc65)c(N)c4[N+](=O)[O-])c(N)c3[N+](=O)[O-])n2)c2ncccc21,-1,test
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5c(Cl)c(Cl)cc(Cl)c5Cl)c(-c5ccc6c(n5)N(c5cc7c(cc5-c5c(Cl)c(Cl)cc(Cl)c5Cl)C5C(=O)c8ccc9c(c8OC5CO7)CC(C(=C)C)O9)c5ncccc5C(=O)N6)cc4C2C3=O)O1,-1,test
O=CN(NS(=O)(=O)c1ccccc1-c1cc(Cl)ccc1Cl)c1nc(Cl)cc(-c2cc(Cl)ccc2Cl)n1,-1,test
Cc1cc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1cc(C)c3c(c1)N(c1ccc4ccccc4c1)c1ncccc1C(=O)N3)c1ncccc1C(=O)N2,-1,test
N#CC(=NOP(=S)(Oc1cc([N+](=O)[O-])c(-c2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1)Oc1cc([N+](=O)[O-])c(-c2cc(Cl)c(Cl)cc2Cl)c([N+](=O)[O-])c1)c1ccccc1,-1,test
Nc1c(-c2cc([N+](=O)[O-])c(-c3c(Cl)cccc3Cl)c([N+](=O)[O-])c2N)cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(-c3c(Cl)cccc3Cl)c([N+](=O)[O-])c2N)c1[N+](=O)[O-],-1,test
Cc1cc(C)c2c(n1)N(c1cccc3ccccc13)c1ncccc1C(=O)N2,-1,test
Clc1ccc(-c2ccc(-c3c(Cl)c(Cl)cc(Cl)c3Cl)c(Cl)c2)c(Cl)c1,-1,test
Cc1ccnc2c1NC(=O)c1cccnc1N2c1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(-c3ccc(Cl)cc3Cl)c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,-1,test
Cc1cc(=O)c2c(-c3ccc(Cl)cc3)c3ccoc3c(-c3ccc(Cl)cc3)c2o1,-1,test
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-1,test
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-1,test
Cc1cc(=O)c2c(-c3c(Cl)cc(Cl)c(Cl)c3Cl)c3ccoc3c(-c3c4ccoc4c(-c4c5occc5c(N5c6ccccc6C(=O)N(C)c6ccccc65)c5c(=O)cc(C)oc45)c4oc(C)cc(=O)c34)c2o1,-1,test
Cc1cc(-c2c(Cl)cccc2Cl)cc2c1NC(=O)c1cccnc1N2c1c(Cl)cccc1Cl,-1,test
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)ccc1-c1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1,-1,test
O=[N+]([O-])c1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(-c3cc(Cl)c(Cl)c(Cl)c3Cl)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1,test
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(-c3nc(Cl)nc(-c4nc(NC5=C(Cl)C(=O)c6ccccc6C5=O)nc(NC5=C(Cl)C(=O)c6ccccc6C5=O)n4)n3)c2cc1C,-1,test
Cc1cc(=O)c2c(C3(O)C(C)CC4C5CCC6=CC(=O)C=CC6(C)C5(F)C(O)CC43C)c3ccoc3c(-c3c4occc4c(C4(O)C(C)CC5C6CCC7=CC(=O)C=CC7(C)C6(F)C(O)CC54C)c4c(=O)cc(C)oc34)c2o1,-1,test
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)c1nc(-c2cc(Cl)c(I)cc2Cl)nc(C2(O)C(C)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)n1,-1,test
O=C1C(Cl)=C(Nc2cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc(NC4=C(Cl)C(=O)c5ccccc5C4=O)cc3[N+](=O)[O-])c([N+](=O)[O-])c2)C(=O)c2ccccc21,-1,test
Nc1c(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(-c3cc(Cl)c(Cl)c(Cl)c3Cl)c([N+](=O)[O-])c2N)c1[N+](=O)[O-],-1,test
Cc1cc(-c2cc(Cl)cc(Cl)c2)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(C13OC(C)(C)OC1CC1C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC13C)c1ncccc1C(=O)N2,-1,test
Cc1cc(OP(=S)(ON=C(C#N)c2ccccc2)OC2CCC(C3=C(O)C(=O)c4ccccc4C3=O)CC2)cc2c1NC(=O)c1cccnc1N2C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,-1,test
CC12CCC(=O)C=C1CC(c1c([N+](=O)[O-])cc(-c3cc([N+](=O)[O-])c(-c4cc([N+](=O)[O-])c(-c5ccc(Br)c(Cl)c5)c([N+](=O)[O-])c4N)c([N+](=O)[O-])c3N)c(N)c1[N+](=O)[O-])C1C2CCC2(C)C1CCC21CCC(=O)O1,-1,test
Clc1ccc(C2CC3CC2C2CCCC32)cc1Cl,-1,test
N#CC(=NOP(=S)(Oc1cc([N+](=O)[O-])c(-c2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1)Oc1cc([N+](=O)[O-])c(-c2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1)c1ccccc1,-1,test
C#CC1(c2cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc(-c4cc([N+](=O)[O-])c(-c5c(Cl)cccc5Cl)c([N+](=O)[O-])c4)cc3[N+](=O)[O-])c([N+](=O)[O-])c2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-1,test
CCN1C(=O)c2cccnc2N(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ncccc21,-1,test
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-1,test
Clc1ccc(-c2ccc3ccccc3c2)c(Cl)c1Cl,-1,test
CC1C=C2C=CC(C)C(c3cc([N+](=O)[O-])c(-c4cccc(Cl)c4Cl)c([N+](=O)[O-])c3)C2C(c2cc([N+](=O)[O-])c(-c3c(Cl)c(Cl)cc(Cl)c3Cl)c([N+](=O)[O-])c2)C1,-1,test
Cc1cc(C2(O)C(C)CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)c2c(n1)N(c1cc(C)nc3c1NC(=O)c1cccnc1N3C1(O)CCC3C4CCC5=CC(=O)CCC5(C)C4C(O)CC31C)c1ncccc1C(=O)N2,-1,test
CC1=CC2C(CCC3(C)C2CCC3(C)c2nc(N)c3cc(C4(C)CCC5C6C=C(C)C7=CC(=O)CCC7(C)C6CCC54C)c(-c4c(Cl)c(Cl)cc(Cl)c4Cl)c(-c4c(Cl)c(Cl)cc(Cl)c4Cl)c3n2)C2(C)CCC(=O)C=C12,-1,test
O=[N+]([O-])c1cc(-c2ccc(Cl)cc2Cl)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5ccc(Cl)c(Cl)c5Cl)c(-c5ccc([N+](=O)[O-])cc5Cl)cc4C2C3=O)O1,-1,test
Cc1cc(=O)c2c(-c3ccc(Cl)c(Cl)c3Cl)c3ccoc3c(-c3c4ccoc4c(-c4c5occc5c(N5c6cc(Cl)ccc6NC(=O)c6cccnc65)c5c(=O)cc(C)oc45)c4oc(C)cc(=O)c34)c2o1,-1,test
O=C1c2ccccc2C(=O)N1P(=S)(Oc1cc([N+](=O)[O-])c(-c2c(Cl)cc(Cl)cc2Cl)c([N+](=O)[O-])c1)Oc1c(Cl)cc(Cl)cc1Cl,-1,test
O=CN(NS(=O)(=O)c1ccccc1-c1c([N+](=O)[O-])cc(-c2c([N+](=O)[O-])cc(-c3nc(Cl)c(Cl)cc3Cl)cc2[N+](=O)[O-])cc1[N+](=O)[O-])c1nc(Cl)cc(-c2nc(Cl)c(Cl)cc2Cl)n1,-1,test
O=[N+]([O-])c1cc(-c2cc(Cl)c(Br)cc2Cl)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(-c3cc(Cl)c(Br)cc3Cl)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1,test
O=[N+]([O-])c1cc(-c2cc(Cl)cc(Cl)c2)cc([N+](=O)[O-])c1-c1cc(Cl)cc(Cl)c1,-1,test
Cc1cc(=O)c2c(-c3nc(Cl)c(Cl)cc3Cl)c3ccoc3c(-c3c4ccoc4c(-c4nc(Cl)c(Cl)cc4Cl)c4oc(C)cc(=O)c34)c2o1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5c(Cl)c(Cl)cc(Cl)c5Cl)c(N5c6ncccc6C(=O)Nc6c(OP(=S)(ON=C(C#N)c7ccccc7)Oc7c(Cl)c(Cl)cc(Cl)c7Cl)cc(C)nc65)cc4C2C3=O)O1,-1,test
Cc1c(Cl)c(=O)oc2ccc(-c3cc([N+](=O)[O-])c(-c4cc([N+](=O)[O-])c(-c5ccc6oc(=O)c(Cl)c(C)c6c5)c([N+](=O)[O-])c4)c([N+](=O)[O-])c3)cc12,-1,test
Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)nc1Cl,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1cc(Cl)nc(N(C=O)NS(=O)(=O)c2ccccc2-c2cc(Cl)nc(N(C=O)NS(=O)(=O)c3ccccc3-c3ccc(Cl)c(Cl)c3Cl)n2)n1,-1,test
NS(=O)(=O)c1nc2ccc(-c3cccc(Cl)c3Cl)cc2s1,-1,test
Clc1nc(-c2ccc3ccccc3c2)nc(-c2nc(Cl)nc(C3CCCCC3)n2)n1,-1,test
O=[N+]([O-])c1cc(-c2ccc3ccccc3c2)cc([N+](=O)[O-])c1-c1ccc2ccccc2c1,-1,test
CC1=CC2C(CCC3(C)C2CCC3(C)N2c3nc(-c4cccc(Cl)c4)ccc3NC(=O)c3cccnc32)C2(C)CCC(=O)C=C12,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(-c5nc(Cl)nc(-c6nc(Cl)nc(OC)n6)n5)cc4C2C3=O)O1,-1,test
CN1C(=O)c2ccccc2N(c2c([N+](=O)[O-])cc(-c3cc([N+](=O)[O-])c(-c4c([N+](=O)[O-])cc(-c5ccc(Cl)cc5Cl)cc4[N+](=O)[O-])c([N+](=O)[O-])c3)cc2[N+](=O)[O-])c2ccccc21,-1,test
Clc1cc(-c2c(Cl)cccc2Cl)ccc1-c1c(Cl)cccc1Cl,-1,test
CC1C=C2C=CC(C)C(N3c4ncccc4C(=O)N(C)c4cccnc43)C2C(N2c3ncccc3C(=O)N(C)c3cccnc32)C1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(N5c6ncccc6C(=O)N(C)c6ccc(Cl)nc65)c(C5CC(C)C=C6C=CC(C)C(N7c8ncccc8C(=O)N(C)c8ccc(Cl)nc87)C65)cc4C2C3=O)O1,-1,test
N#CC(=NOP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)Oc1c([N+](=O)[O-])cc(-c2cc(Cl)c(Cl)cc2Cl)c(N)c1[N+](=O)[O-])c1ccccc1,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C3(O)CCC4C5CCC6=CC(=O)CCC6(C)C5C(O)CC43C)c(N)c2[N+](=O)[O-])c([N+](=O)[O-])c1N,-1,test
Cc1cc(=O)c2c(-c3c4occc4c(-c4c5ccoc5c(-c5cc(Cl)c(Cl)c(Cl)c5Cl)c5oc(C)cc(=O)c45)c4c(=O)cc(C)oc34)c3ccoc3c(-c3cc(Cl)c(Cl)c(Cl)c3Cl)c2o1,-1,test
COc1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(OC)c([N+](=O)[O-])c2N)c([N+](=O)[O-])c1N,-1,test
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(c4cc(Cl)c(Cl)c(Cl)c4Cl)C3(C)CC(O)C12F,-1,test
Cc1cc(N2c3ccccc3C(=O)N(C)c3ccccc32)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1cc(C)c3c(c1)N(c1cccc(Cl)c1)c1ncccc1C(=O)N3)c1ncccc1C(=O)N2,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5cc6c(cc5-c5cc7c(cc5-c5ccc([N+](=O)[O-])cc5Cl)OCC5Oc8c(ccc9c8CC(C(=C)C)O9)C(=O)C75)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)c(-c5ccc([N+](=O)[O-])cc5Cl)cc4C2C3=O)O1,-1,test
Cc1cc(=O)c2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccoc3c(-c3c4ccoc4c(-c4c5occc5c(C5(O)C(C)CC6C7CCC8=CC(=O)C=CC8(C)C7(F)C(O)CC65C)c5c(=O)cc(C)oc45)c4oc(C)cc(=O)c34)c2o1,-1,test
O=C1c2ccccc2C(=O)N1P(=S)(Oc1ccc(Cl)c(Cl)c1)Oc1ccc(Cl)c(Cl)c1,-1,test
Cc1ccnc2c1NC(=O)c1cccnc1N2c1nc(Cl)nc(-c2nc(Cl)nc(-c3nc(Cl)nc(-c4cc(Cl)c(Cl)c(Cl)c4Cl)n3)n2)n1,-1,test
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)c1nc(-c2cccc(Cl)c2Cl)nc(C2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4C(=O)CC32C)n1,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1cc(Cl)nc(N(C=O)NS(=O)(=O)c2ccccc2C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)n1,-1,test
O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])c(C3CCCCC3)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(C2CCCCC2)c([N+](=O)[O-])c1,-1,test
Cc1cc(=O)c2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccoc3c(-c3c4occc4c(-c4c5ccoc5c(C5(O)C(C)CC6C7CCC8=CC(=O)C=CC8(C)C7(F)C(O)CC65C)c5oc(C)cc(=O)c45)c4c(=O)cc(C)oc34)c2o1,-1,test
Cc1cc(C)c2c(n1)N(c1ccc3ccccc3c1)c1ncccc1C(=O)N2,-1,test
C#CC1(OP(=S)(Oc2c([N+](=O)[O-])cc(OP(=S)(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)N3C(=O)c4ccccc4C3=O)cc2[N+](=O)[O-])N2C(=O)c3ccccc3C2=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-1,test
CC12CCC(c3ccc(Cl)c(Cl)c3)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,-1,test
CC12CCC(=O)C=C1CC(c1cc([N+](=O)[O-])c(-c3cc([N+](=O)[O-])c(-c4cc([N+](=O)[O-])c(C5CC6=CC(=O)CCC6(C)C6CCC7(C)C(CCC78CCC(=O)O8)C56)c([N+](=O)[O-])c4N)c([N+](=O)[O-])c3N)c([N+](=O)[O-])c1N)C1C2CCC2(C)C1CCC21CCC(=O)O1,-1,test
Cc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1cc(Cl)c(Cl)c(Cl)c1Cl)c1ncccc1C(=O)N2,-1,test
O=C1Nc2ccc(-c3ccc(Cl)c(Cl)c3)nc2N(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ncccc21,-1,test
CC1=CC2C(CCC3(C)C2CCC3(C)N2c3nc(C4(O)CCC5C6CCC7=CC(=O)CCC7(C)C6C(O)CC54C)ccc3NC(=O)c3cccnc32)C2(C)CCC(=O)C=C12,-1,test
CC12C=CC(=O)C=C1CCC1C3CC(c4c(Cl)c(Cl)cc(Cl)c4Cl)C(O)(c4c(Cl)c(Cl)cc(Cl)c4Cl)C3(C)CC(O)C12F,-1,test
Cc1cc(-c2cc(C)c3c(c2)N(c2cc(C)c4c(c2)N(c2ccc(Cl)c(Cl)c2Cl)c2ncccc2C(=O)N4)c2ncccc2C(=O)N3)cc2c1NC(=O)c1cccnc1N2c1ccc(Cl)c(Cl)c1,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3cc4c(N)nc(-c5cc(Cl)c(F)c(Cl)c5F)nc4c(C4CCC5C6CCC7=CC(=O)CCC7(C)C6CCC45C)c3-c3cc(Cl)c(F)c(Cl)c3F)CCC12,-1,test
Cc1cc(=O)c2c(-c3ccc4oc(=O)c(Cl)c(C)c4c3)c3ccoc3c(-c3c(Cl)c(Cl)cc(Cl)c3Cl)c2o1,-1,test
CC1=CC2C(CCC3(C)C2CCC3(C)N2c3nc(-c4ccc5c(n4)N(c4cccc(Cl)c4)c4ncccc4C(=O)N5)ccc3NC(=O)c3cccnc32)C2(C)CCC(=O)C=C12,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1nc(N)c2cc(-c3c(Cl)cc(Cl)cc3Cl)c(C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43C)c(C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43C)c2n1,-1,test
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(c4cc([N+](=O)[O-])c(-c5cc([N+](=O)[O-])c(-c6cc([N+](=O)[O-])c(C7(O)C(O)CC8C9CCC%10=CC(=O)C=CC%10(C)C9(F)C(O)CC87C)c([N+](=O)[O-])c6)c([N+](=O)[O-])c5)c([N+](=O)[O-])c4)C3(C)CC(O)C12F,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1nc(Cl)nc(-c2nc(Cl)nc(-c3c(Cl)cccc3Cl)n2)n1,-1,test
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)c1nc(-c2cc(Cl)c(I)cc2Cl)nc(-c2cc(Cl)c(I)cc2Cl)n1,-1,test
Cc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1nc(Cl)nc(-c2c(Cl)cccc2Cl)n1,-1,test
O=[N+]([O-])c1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,-1,test
O=[N+]([O-])c1cc(-c2cccc(Cl)c2)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2cccc(Cl)c2)c([N+](=O)[O-])c1,-1,test
Cc1cc(-c2ccc3nc(S(N)(=O)=O)sc3c2)cc2c1NC(=O)c1cccnc1N2c1c(Cl)c(Cl)cc(Cl)c1Cl,-1,test
Nc1c(-c2cc(Cl)ccc2Cl)cc([N+](=O)[O-])c(-c2cc(C3c4cc5c(cc4C(Oc4cc(Cl)ccc4Cl)C4COC(=O)C34)OCO5)cc(-c3cc(Cl)ccc3Cl)c2O)c1[N+](=O)[O-],-1,test
Clc1ccc(-c2nc(Cl)c(Cl)cc2Cl)cc1Cl,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3c([N+](=O)[O-])cc(-c4c([N+](=O)[O-])cc(-c5c([N+](=O)[O-])cc(C6(O)CCC7C8CCC9=CC(=O)CCC9(C)C8C(=O)CC76C)cc5[N+](=O)[O-])cc4[N+](=O)[O-])cc3[N+](=O)[O-])CCC12,-1,test
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(-c3ccc4c(n3)N(c3ccc5c(n3)N(c3ccc6c(n3)N(c3ccc(Cl)c(Cl)c3Cl)c3ncccc3C(=O)N6)c3ncccc3C(=O)N5)c3ncccc3C(=O)N4)c2cc1C,-1,test
CC12C=CC(=O)C=C1CCC1C3CC(c4cc(Cl)c(Cl)cc4Cl)C(O)(c4cc([N+](=O)[O-])c(-c5c([N+](=O)[O-])cc(-c6cc(Cl)c(Cl)cc6Cl)cc5[N+](=O)[O-])c([N+](=O)[O-])c4)C3(C)CC(O)C12F,-1,test
Cc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1cc(C)c3c(c1)N(c1cccc(Cl)c1)c1ncccc1C(=O)N3)c1ncccc1C(=O)N2,-1,test
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(-c3cc([N+](=O)[O-])c(-c4c([N+](=O)[O-])cc(-c5ccc(Cl)c(Cl)c5)cc4[N+](=O)[O-])c([N+](=O)[O-])c3)c2cc1C,-1,test
Nc1nc(-c2cccc(Cl)c2Cl)nc2c(-c3cc(Cl)ccc3Cl)c(-c3cc(Cl)c(Cl)cc3Cl)c(-c3cc(Cl)c(Cl)cc3Cl)cc12,-1,test
Cc1cc(=O)c2c(-c3cccc(Cl)c3Cl)c3ccoc3c(OP(=S)(ON=C(C#N)c3ccccc3)Oc3c(Cl)c(Cl)cc(Cl)c3Cl)c2o1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5cc6c(cc5C5(O)CCC7C8CCC9=CC(=O)CCC9(C)C8C(O)CC75C)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)c(-c5c(Cl)c(Cl)c(Cl)c(Cl)c5Cl)cc4C2C3=O)O1,-1,test
Cc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c2c(n1)N(c1cc(C)nc3c1NC(=O)c1cccnc1N3C1CCC3C4CCC5=CC(=O)CCC5(C)C4C(O)CC31C=O)c1ncccc1C(=O)N2,-1,test
CN1C(=S)c2cccnc2N(c2cc([N+](=O)[O-])c(-c3ccccc3S(=O)(=O)NN(C=O)c3nc(Cl)cc(-c4cc([N+](=O)[O-])c(N5c6ncccc6C(=S)N(C)c6cccnc65)c([N+](=O)[O-])c4N)n3)c([N+](=O)[O-])c2N)c2ncccc21,-1,test
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)c1cc([N+](=O)[O-])c(C2(O)C(C)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)c([N+](=O)[O-])c1,-1,test
O=C1Nc2ccc(Cl)cc2N(c2c([N+](=O)[O-])cc(-c3ccc(Cl)cc3Cl)cc2[N+](=O)[O-])c2ncccc21,-1,test
O=[N+]([O-])c1cc(-c2cccc(Cl)c2)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c([N+](=O)[O-])c1,-1,test
CN1C(=S)c2cccnc2N(c2nc(-c3ccc(Cl)cc3)nc(-c3ccc(Cl)cc3)n2)c2ncccc21,-1,test
O=C1C(Cl)=C(Nc2nc(Cl)nc(-c3nc(Cl)nc(-c4cc(Cl)ccc4Cl)n3)n2)C(=O)c2ccccc21,-1,test
Cc1ccc(-c2cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc(-c4cccc(Cl)c4Cl)c(N)c3[N+](=O)[O-])c([N+](=O)[O-])c2N)cc1Cl,-1,test
N#CC(=NOP(=S)(Oc1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(-c3cccc(Cl)c3Cl)c([N+](=O)[O-])c2)c([N+](=O)[O-])c1)Oc1cccc(Cl)c1Cl)c1ccccc1,-1,test
CCCCCCCCCC(=O)N1c2nc(-c3ccc4c(n3)N(c3ccc5c(n3)N(c3ccc6oc(=O)c(Cl)c(C)c6c3)c3ncccc3C(=O)N5)c3ncccc3C(=O)N4)ccc2NC(=O)c2cccnc21,-1,test
Cc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2C1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-1,test
Cc1cc(C)c2c(n1)N(c1nc(N)c3cc(C4CC5CC4C4CCCC54)c(-c4cc(Cl)ccc4Cl)c(-c4cc(Cl)ccc4Cl)c3n1)c1ncccc1C(=O)N2,-1,test
Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,-1,test
Clc1ccc(-c2nc(Cl)nc(-c3ccc(Cl)c(Cl)c3Cl)n2)c(Cl)c1,-1,test
C#CC1(c2nc(-c3ccc(Br)c(Cl)c3)nc(C3(C#C)CCC4C5CCC6=CC(=O)CCC6C5CCC43C)n2)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-1,test
Cc1cc(-c2cc(Cl)ccc2Cl)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1cc(C)c3c(c1)N(c1nc(Cl)c(Cl)cc1Cl)c1ncccc1C(=O)N3)c1ncccc1C(=O)N2,-1,test
CC1CC2C3CCC(O)(c4cc([N+](=O)[O-])c(-c5cc(Cl)cc(Cl)c5)c([N+](=O)[O-])c4)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12,-1,test
O=[N+]([O-])c1cc(-c2cccc(Cl)c2Cl)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2cc(Cl)c(Cl)cc2Cl)c([N+](=O)[O-])c1,-1,test
Cc1cc(-c2ccc3nc(S(N)(=O)=O)sc3c2)c2c(n1)N(c1cc(C)nc3c1NC(=O)c1cccnc1N3C1CCC3C4CCC5=CC(=O)CCC5(C)C4C(O)CC31C)c1ncccc1C(=O)N2,-1,test
Cc1cc(OP(=S)(ON=C(C#N)c2ccccc2)Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,-1,test
