smiles,hERG_top20_6_brics_mol,group,QED_score
Nc1nc2ccc(S(=O)(=O)Cc3cc(CS(=O)(=O)c4ccc5nc(N)sc5c4)nc(N4CCC(c5ccc6c(n5)NC(=O)CO6)CC4)c3)cc2s1,-1,test,0.1948095352169223
Cc1cc(N2CCC(c3noc(C4CCN(c5cc(C)n(C)n5)CC4)n3)CC2)nn1C,-1,test,0.6368715915733913
O=C(O)c1ccc2ncc(-c3ccc4ncc(-n5cnnn5)n4n3)n2n1,-1,test,0.4805572313060384
NS(=O)(=O)c1ccc(N2C(=O)c3ccc(F)cc3C2C(=O)N2CCS(=O)(=O)CC2)cc1,-1,test,0.6956653741360929
Cc1ncccc1-c1nc2cc(C#N)cc(-c3nc4cc(C#N)cc(N(C)c5cccnc5C)c4o3)c2o1,-1,test,0.27848847725531933
N#C[C@H]1CCOC[C@@H]1C(N)=O,-1,test,0.5603439778838565
N[C@@H]1C(=O)NC[C@H]1c1nc2ccc(Br)cc2cc1C[C@]1(O)Cn2c(=O)ccc3ncc(F)c1c32,-1,test,0.37608041473349524
CN(C)c1cc(C[C@@]2(N(C)C)Cn3c(=O)ccc4ncc(F)c2c43)nc(OC(F)F)c1,-1,test,0.5957149299385852
Cc1nn(-c2nc3ccc(N4CCNCC4)cc3o2)c(C)c1N1CCNCC1,-1,test,0.7112527407834155
Cc1nnc(N2CCC[C@@H](N)C2)n1CC(=O)N1CCC[C@@H](N)C1,-1,test,0.7745576250916119
O=C(O)c1ncc2ccc(Nc3ncc4ccc(C(=O)O)n4n3)n2n1,-1,test,0.49319152450381326
CN(C)CC(=O)N1CCOCC1,-1,test,0.5577388702360216
Cc1nc2c(Cl)cccc2c(=O)n1-c1cccc2c1nc(N)n1nc(N3CCN(c4nc5c6cccc(-n7c(C)nc8c(Cl)cccc8c7=O)c6nc(N)n5n4)CC3)nc21,-1,test,0.24639911061948366
Cc1nnc(-n2cnnn2)c2nn(-c3[nH]c(=O)c4c(=O)[nH]sc4c3-c3c(-n4cnnn4)[nH]c(=O)c4c(=O)[nH]sc34)c(C)c12,-1,test,0.18951752849380699
Nc1nc2c(-c3ccc4[nH]c(=O)oc4c3)cccc2c2nc(-c3nc4c5cccc(-c6ccc7[nH]c(=O)oc7c6)c5nc(N)n4n3)nn12,-1,test,0.21674743001387764
O=C(CN1CCN(C(=O)COP(=O)(O)O)CC1)OP(=O)(O)O,-1,test,0.3800901516524436
N[C@@H]1C(=O)NC[C@H]1c1nc2ccc(Br)cc2cc1-c1nnc(-c2nnc(C[C@]3(O)Cn4c(=O)ccc5ncc(F)c3c54)o2)o1,-1,test,0.24307067933451934
C[S+]([O-])C[C@]1(C)CC[C@@H](S(C)(=O)=O)CC1,-1,test,0.7126117158898251
Cc1ncc(Nc2nc3ccc(N4CCN(C(=O)C(C)C)CC4)cn3c2C)cn1,-1,test,0.734352303902926
Cn1nc(N2C(=O)NC(C)(c3nc([C@H]4OC[C@H]4N)nn3C)C2=O)nc1[C@H]1OC[C@H]1N,-1,test,0.45715468682751564
Cc1nnc(-n2cnnn2)c2nn(-c3c(-c4c(-n5cnnn5)[nH]c(=O)c5c(=O)[nH]sc45)[nH]c(=O)c4c(=O)[nH]sc34)c(C)c12,-1,test,0.18951752849380699
CN1CCN(c2cn(-c3nnc(N4CCN(C)C(=O)C4)o3)nn2)CC1=O,-1,test,0.6243611746457269
Cc1onc([C@]2(C)CCSC(N)=N2)c1-c1cc2c(nc1-n1c(N)nc3ccc([C@]4(C)CCSC(N)=N4)nc31)NC(=O)CO2,-1,test,0.25962752286028046
N[C@@H]1CCCN(c2nc(-c3ccc4nnc(-c5ccc6nnc(CO)n6n5)n4n3)nc(O)c2O)C1,-1,test,0.2590551893123542
O=c1ccc(CNP(=O)(c2ccccc2)c2ccccc2)n[nH]1,-1,test,0.7014714318390971
CC1=NC(c2nnn(C)n2)(c2n[nH]c3nc(-c4nnn(C)n4)n(C)c(=O)c23)N=C1N,-1,test,0.361100606058195
C[C@@]1([C@H]2CN([C@]3(C)CCSC(N)=N3)C[C@@H]2[C@]2(C)CCSC(N)=N2)CCSC(N)=N1,-1,test,0.5962773184941533
NC(C(=O)N1CCC(c2nnc(C3CCN(C(=O)C(N)C(O)(C(F)(F)F)C(F)(F)F)CC3)o2)CC1)C(O)(C(F)(F)F)C(F)(F)F,-1,test,0.3271111044839881
CN1CC2(CC(n3nc(-c4nc(C(N)=O)cs4)cc3C(N)=O)C2)C1,-1,test,0.8336368588533607
Nc1nnc(N2CCC(N3CCC(N4CCN(c5nnc(N)nc5N)C(=O)C4)C3)C2)c(N)n1,-1,test,0.3710296849067847
Cn1nc(C(C)(C)O)ccc1=O,-1,test,0.6421862313477466
Cc1nc2cccc(F)c2c(=O)n1-c1cc2nnc(C3CC=CCNC3)c(C3CC=CCNC3)c2cc1-n1c(C)nc2cccc(F)c2c1=O,-1,test,0.24591001404391982
C[C@]1(O)CC[C@@](C)(n2nc3c(=O)[nH]nc(N)c3c2-n2nc3c(=O)[nH]nc(N)c3c2C(=O)N2CCOCC2)CC1,-1,test,0.21667562364707169
CN1CCN([C@H]2[C@@H](O)[C@@]3(O)c4c(cncc4-c4cncc(S(N)(=O)=O)c4)O[C@@]3(c3cncc(S(N)(=O)=O)c3)[C@@H]2N2CCN(C)CC2)CC1,-1,test,0.2167005719185433
Cc1nn(-c2ccc(F)cc2)c(=O)cc1-c1cnccn1,-1,test,0.7221750583285118
O=C(O)Cc1cc(CC(=O)O)nc(N2CCOCC2)c1,-1,test,0.7927010723648101
Cn1c(-c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)nc2[nH]nc(-c3n[nH]c4nc(-c5n[nH]c6nc(-c7c[nH]c(=O)c8cc(S(C)(=O)=O)ccc78)n(C)c(=O)c56)n(C)c(=O)c34)c2c1=O,-1,test,0.15387419879856826
CC(=O)[C@H]1COC[C@H]1c1cccc(C)c1F,-1,test,0.7679221941117497
O=C(O)c1nnc(-c2nnc(N3CCC(C(=O)O)CC3)o2)o1,-1,test,0.7899056121983011
Cc1cc(-c2cc(C)[nH]c(=O)c2-c2ccc(C(=O)O)cc2)c(C(=O)O)c(=O)[nH]1,-1,test,0.547791698635038
O=C(O)c1cccc(C(=O)O)c1,-1,test,0.6889088084368349
O=C(O)c1nc2ncc(F)cc2s1,-1,test,0.7542147300923907
Cc1nc[n+]([O-])c(C)c1[C@H](O)CNC(=S)NC(=O)[C@@H](C)N,-1,test,0.30904725053051635
Cc1c(Cl)c(-c2ccc3[nH]c(=O)oc3c2)nn1-c1cn(C)nc1-c1ccc2[nH]c(=O)oc2c1,-1,test,0.41175482000515723
CN1C2CCC1CC(NC(=O)Cc1cn(C3CC4CCC(C3)N4C)nn1)C2,-1,test,0.8644841717769904
CS(=O)(=O)c1ccc2nc(N)n(-c3ncc(F)cn3)c2c1,-1,test,0.7553506312159486
N#Cc1cc2c(c(-c3nc4ncccc4s3)n1)[C@]1(O)[C@H](O)[C@H](c3nc4ncccc4s3)[C@@H](N3C[C@H](N)[C@@H](O)[C@H](N)C3)[C@]1(c1nc3ncccc3s1)O2,-1,test,0.17289691861214096
NS(=O)(=O)c1ccc(N2C(=O)c3ccc(F)cc3C2C(=O)N2C(=O)c3ccc(F)cc3C2C(=O)N2C(=O)c3ccc(F)cc3C2C(=O)N2CCS(=O)(=O)CC2)cc1,-1,test,0.29023820243672876
N[C@@H]1CCCN(c2cnc(-c3cnc(N4CCC[C@@H](N)C4)s3)s2)C1,-1,test,0.8678020938556766
CN1Cc2cc(-c3cc4c(cc3-c3cc5c(cc3CO)CN(C)C5=O)CN(C)C4=O)c(CC3(F)Cn4c(=O)ccc5ncc(F)c3c54)cc2C1=O,-1,test,0.29037101682887795
O=S(=O)(Cc1nnc(-c2nnc(-c3nnc(CS(=O)(=O)c4ccccc4)o3)o2)o1)c1ccccc1,-1,test,0.2932603506728684
CC(=O)[C@@H]1CCN(c2cnc(N)c(N3CC[C@@H](C(C)=O)C3)c2)C1,-1,test,0.9064912438322245
N#Cc1cnn2c(-c3nncs3)cc(-c3cc(N4CCCCCC4)n4ncc(C#N)c4n3)nc12,-1,test,0.3917048579971493
CN(C)S(=O)(=O)c1cc(-c2cc(S(=O)(=O)NC3(O)COC3)c(F)cc2Cl)c(Cl)cc1F,-1,test,0.5686131837978922
Cc1nn([C@@H]2CC[C@](C)(N)C2(C)C)cc1C(=O)O,-1,test,0.8416109397767012
Fc1ccc(-c2nnc(-c3ccc(F)cc3)o2)cc1,-1,test,0.7033831292872347
Cc1cc(=O)n(C)nc1C(=O)N[C@]1(C)CCSC(N)=N1,-1,test,0.7984062800375488
CC1(N2CC[C@@H](O)C2)COC1,-1,test,0.5739295921677124
C[C@H]1CN(C(=O)[C@H](CC(N)=O)N2C[C@@H]3C[C@@H](C(=O)O)C[C@]3(N3C[C@H](C)N(C)[C@H](C)C3)C2)C[C@@H](C)N1C,-1,test,0.5165014430177355
O=C1CN(S(=O)(=O)c2ccc(C[C@]3(O)Cn4c(=O)ccc5ncc(F)c3c54)cc2)CCN1C[C@]1(O)Cn2c(=O)ccc3ncc(F)c1c32,-1,test,0.2613065656324661
C[C@@H]1CCCN1c1cc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C)cc2)cc(N2CCC[C@H]2C)n1,-1,test,0.6247733226669139
CC1(c2cc(-c3c[nH]c4ccc(F)cc34)nc3cc(N4CC[C@@H](O)C4)c(-c4c[nH]c5ccc(F)cc45)cc23)COC1,-1,test,0.2292261692112421
Cn1nc(-c2nnc([C@@]34CCC[C@@H]3C[C@@H](c3ccc(=O)n(C)n3)C4)o2)ccc1=O,-1,test,0.6627262464612951
NC(=O)c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1-n1cncn1,-1,test,0.1994782600153744
NS(=O)(=O)c1ccc(N2CCS(=O)(=O)CC2)cc1,-1,test,0.7967031545098876
Cc1nc2ccccc2c(=O)n1-c1cc(-c2cc(-n3nc(-n4c(C)nc5ccccc5c4=O)c4c(N)ncnc43)cnc2N)cnc1N,-1,test,0.25419974666373485
N#Cc1cc(C[C@]2(O)Cn3c(=O)ccc4ncc(F)c2c43)c2oc(-c3nc4cc(C#N)cc(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)c4o3)nc2c1,-1,test,0.2586448636594606
Cc1nnc(-c2nnc(C)n2CO)n1CO,-1,test,0.6967612967028461
CC1(O)CC[C@]2(C)[C@@H](c3nnc(N4CCC(c5nnn[nH]5)CC4)o3)[C@H](C(=O)O)C[C@@H]2C1,-1,test,0.6514039639711643
CN(C)c1nc2ccc(Br)cc2cc1N(C)c1cc2cc(Br)ccc2nc1N(C)C,-1,test,0.31449316924690396
NC(=O)c1ccc(S(N)(=O)=O)cc1,-1,test,0.6677524588225949
CC(=O)c1cc([C@@H]2CCN(c3cnc(N)c(C(C)=O)c3)C2)cnc1N,-1,test,0.8188935453465732
Cn1cnc(-c2ncn(C)c2-n2ccnn2)c1-c1ncn(C)c1N1CCCCCC1,-1,test,0.5162508928931475
Cc1nnc(-n2c(C)nnc2-n2c(C)nnc2CO)n1CO,-1,test,0.6143202532448118
Cc1nc2cccc(F)c2c(=O)n1-c1ncc(F)cn1,-1,test,0.6781078744244692
N#Cc1cc2c(c(N3C[C@H](N)[C@@H](O)[C@H](N)C3)n1)[C@]1(O)[C@H](O)[C@H](c3nc4ncccc4s3)[C@@H](N3C[C@H](N)[C@@H](O)[C@H](N)C3)[C@]1(c1nc3ncccc3s1)O2,-1,test,0.10001840360488827
CS(=O)(=O)c1ccc(C(=O)N(CCO)CCO)cn1,-1,test,0.6885810866652702
CN(c1nc(N)nc(N)c1C#N)[C@H]1OC[C@@H]1N,-1,test,0.5700212182873066
CN=[S+](C)([O-])c1ccc(OC)cc1,-1,test,0.6814092336813763
CC(=O)N1CC[C@H](c2ccc(N/N=C/c3cccc(-c4nc5c6cccc(C(=O)O)c6nc(N)n5n4)c3)cc2)C1=O,-1,test,0.21225044343416893
Nc1n[nH]c(-c2nc(N)n[nH]2)n1,-1,test,0.41780165800018576
O=C(NO)c1cc(C(=O)O)nc(C(=O)NO)c1,-1,test,0.3368230238963274
CN(C)C[C@H](O)c1c(-c2c(N(C)C)cnn2C)cnn1C,-1,test,0.8684049810845417
O=c1ccc2ncc(Cl)c3c2n1C[C@]3(O)Cc1cc(-c2cc3c(cn2)OCCO3)nc(-c2cc3c(cn2)OCCO3)n1,-1,test,0.3327809438246055
N[C@H]1CN(c2ccc(-c3ccc(-c4ccc(N5C[C@H](N)[C@@H](O)[C@H](N)C5)c(F)c4)c(F)c3)cc2F)C[C@@H](N)[C@@H]1O,-1,test,0.28702592227529217
N#Cc1cc2c(c(N3C[C@H](N)[C@@H](O)[C@H](N)C3)n1)[C@]1(O)[C@H](O)[C@H](c3nc4ncccc4s3)[C@@H](N3C[C@H](N)[C@@H](O)[C@H](N)C3)[C@]1(N1C[C@H](N)[C@@H](O)[C@H](N)C1)O2,-1,test,0.11868742494219661
O=C1COc2cc(F)c(C(F)(F)F)nc2N1,-1,test,0.6953823505191239
c1c(N2CCOCC2)cc(N2CCOCC2)nc1N1CCOCC1,-1,test,0.8018098973712542
COCC(=O)N1CCOc2c1cnn1c(-n3c(C)nnc3OC)nnc21,-1,test,0.5996051595873703
O[C@H]1CCN[C@H](C2(O)CCCCCC2)C1,-1,test,0.5733959472662243
Nc1nnc(C2CCN(C3CCN(c4nnc(N)nc4N)C3)C2)c(N)n1,-1,test,0.49503070428486506
O=c1c2cc(F)cc(Cl)c2nc(C(CO)CO)n1-c1nc2c(Cl)cc(F)cc2c(=O)n1C(CO)CO,-1,test,0.2723637721269248
O[C@]1(n2cnnn2)CC[C@@H](c2nnc(-c3nnc(-n4cnnn4)o3)o2)CC1,-1,test,0.463848940382265
CN1CCc2cc(-c3nc(N)n[nH]3)c(C(=O)N3CCCC3)cc2[C@H]1Cc1nc(N)n[nH]1,-1,test,0.47949592004559194
CN1CC2(CC(n3nc(C(N)=O)cc3C(N)=O)C2)C1,-1,test,0.7549253349418348
O=C(O)c1nc2ccc(Br)cc2cc1-c1cnc(-c2cc3cc(Br)ccc3nc2C(=O)O)s1,-1,test,0.2478761863102999
OC(c1cc(-c2nnn[nH]2)cc(-c2nnn[nH]2)n1)(c1nnn[nH]1)C(F)(F)F,-1,test,0.32947361207802744
O=C(O)c1cc(-n2ncc3c(C(=O)O)ncnc32)cc(-n2cnnn2)n1,-1,test,0.48714783711438014
CS(=O)(=O)c1ccc([C@@H](O)[C@H](O)c2ccc(S(C)(=O)=O)cn2)nc1,-1,test,0.7516636477247576
Cn1cc(C(=O)Nc2nc(-c3cnn(C)c3)no2)cn1,-1,test,0.7429036587468302
CC1(C)C[C@H](C(N)=O)CC[C@H]1c1cnc(-c2cnc(C(N)=O)s2)s1,-1,test,0.8682825102038315
Cn1c(=O)n(CN)c2c3cc(-c4nc5n(c4-c4cnc(N)nc4N)CCN(S(C)(=O)=O)C5)ccc3ncc21,-1,test,0.28269724518063455
CN(C)C(=O)c1ccc(=O)[nH]n1,-1,test,0.6111520305331969
O=C(Nc1ccn(-c2ncc(F)cn2)c1)c1ncc(F)cn1,-1,test,0.7937375773215523
Cn1nc(-c2nnc(-c3ccc(=O)n(C)n3)o2)ccc1=O,-1,test,0.6296014360483231
CC(=O)N1CCC(C(=O)N2CCC(CC(=O)O)CC2)CC1,-1,test,0.8411290553757758
CN(C)c1cnn(C)c1-c1cnn(C)c1C1(C)NC(=O)c2cc(S(=O)(=O)N(C)C)cc(Cl)c2NC1=O,-1,test,0.5047562664646772
CN(C)C(=O)c1cc(N(C)C)cc(N(C)C)n1,-1,test,0.7820091896821425
CN(C)C(CCS(N)(=O)=O)n1c(=O)[nH]c2ccncc21,-1,test,0.7695679864393768
Cc1nn([C@H]2NC(=O)[C@@H]2N)c(C)c1-c1c(C)nn([C@H]2NC(=O)[C@@H]2N)c1C,-1,test,0.5119335321436171
Nc1nnc(NC2CCN(C3CCN(c4nnc(N)nc4N)C3)C2)c(N)n1,-1,test,0.3999966248910998
Cc1nn(C)cc1C1(C(N)=O)COC1,-1,test,0.6900448061988489
CC1=NC(NC2CCN(S(=O)(=O)Nc3ccc(C)nc3)CC2)(c2ccc(C)nc2)N=C1N,-1,test,0.6013771427537478
CS(=O)(=O)Cc1nc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2nc1-c1cc2cc(Br)ccc2nc1C(=O)O,-1,test,0.18901492760538713
Cc1ncc(-c2nc3ccc(-c4ccc5nc(NS(=O)(=O)c6ccc(Cl)cc6)c(C)n5c4)cn3c2C)cn1,-1,test,0.308175175693692
CN=[S+](C)([O-])c1ccc(-c2ccc([S+](C)([O-])=NC)cc2)cc1,-1,test,0.8044932824266731
N[C@H]1COCC[C@H]1c1cn(-c2cn([C@@H]3CCOC[C@@H]3N)nn2)nn1,-1,test,0.7286799332454554
C[C@]1(c2ccc(S(N)(=O)=O)cc2)NC(=O)NC1=O,-1,test,0.6203182509287037
Cn1ncc(-c2cscn2)c1S(N)(=O)=O,-1,test,0.8160517123768901
O=S(=O)(c1ccc(F)cc1F)N1Cc2cn([C@H]3CCN(c4ncc(N5CCOCC5)s4)C[C@@H]3O)nc2C1,-1,test,0.5126967248520058
NC(=O)c1nnc(-c2cc3cc(Br)ccc3nc2-c2nc3ccc(Br)cc3cc2[C@@H]2CNCCCO2)o1,-1,test,0.28033204163001174
Cn1cnc(-c2ccc(-c3nonc3/C(=N/O)N[C@H]3COCC[C@@H]3C#N)cc2)c1[C@H]1COCC[C@@H]1C#N,-1,test,0.22873725357537864
CS(=O)(=O)c1cc(C(N)=O)cc(-c2cc(C(N)=O)cc(S(C)(=O)=O)n2)n1,-1,test,0.6526990840266196
CC(C)(O)[C@H]1CC[C@@](O)(N2CC[C@@H](N3CC[C@@H](C(N)=O)[C@@H](F)C3)[C@@H](F)C2)CC1,-1,test,0.656218421771235
N#Cc1cc(-c2nc3cc(C#N)cc(-c4cc(C#N)cc5nc(C[C@@]6(O)Cn7c(=O)ccc8ncc(Cl)c6c87)oc45)c3o2)c2oc(C(N)=O)nc2c1,-1,test,0.24035362385196513
Cn1cnc(N/C(=N\O)c2nonc2-c2ccc([C@H]3COCC[C@@H]3C#N)cc2)c1[C@H]1COCC[C@@H]1C#N,-1,test,0.22892634900348302
N#Cc1cc(N2CCN(c3cc(C#N)cc4nc(C(N)=O)oc34)CC2)c2oc(CCC(=O)O)nc2c1,-1,test,0.4072065455195584
c1nnnn1-c1nnc(-n2cnnn2)o1,-1,test,0.46813912949556297
O=C(Cn1cnnn1)N1CCC2(CC1)CC(n1cnnn1)C2,-1,test,0.7376603698246043
CC(C)[C@@H]1c2nc(CC3(F)Cn4c(=O)ccc5ncc(F)c3c54)c([C@@H]3COc4nc([N+](=O)[O-])cn4C3)n2CCN1c1ccc(=O)[nH]c1,-1,test,0.21593113860672483
N#Cc1cc(C(N)=O)c2oc(N3CC(O)C3)nc2c1,-1,test,0.781391997952676
O=C(OS(=O)(=O)c1cccc2cnccc12)c1nnc(N2CC(O)C2)o1,-1,test,0.6349157117994615
O=C(CCc1nnc(-c2ccc(F)cc2)o1)N1CCN(c2ccc(F)cc2)C1=O,-1,test,0.6580684222895992
Cc1onc(-c2cc(N3C(=O)[C@]45CCC(C)(C)C[C@H]4[C@]34C(=O)C=C3[C@@]6(C)C=C(C#N)C(=O)C(C)(C)[C@@H]6CC[C@@]3(C)[C@]4(C)CC5)cc(N3C(=O)[C@]45CCC(C)(C)C[C@H]4[C@]34C(=O)C=C3[C@@]6(C)C=C(C#N)C(=O)C(C)(C)[C@@H]6CC[C@@]3(C)[C@]4(C)CC5)n2)c1N1C(=O)[C@]23CCC(C)(C)C[C@H]2[C@]12C(=O)C=C1[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]1(C)[C@]2(C)CC3,-1,test,0.2751371844937721
Cc1nc2ccccc2c(=O)n1-c1nc2c([nH]1)c(=O)n(-c1cc3cc(Br)ccc3nc1-c1ccc(=O)n(C)n1)c(=O)n2-c1ccc(=O)n(C)n1,-1,test,0.28037144531785774
c1ccc(-c2ccccn2)nc1,-1,test,0.6317729528591784
CS(=O)(=O)Cc1nc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2nc1CS(C)(=O)=O,-1,test,0.31895456018730073
N[C@H]1CN(c2ccc(-c3ccc(N4C[C@H](N)[C@@H](O)[C@H](N)C4)c(F)c3)c(F)c2)C[C@@H](N)[C@@H]1O,-1,test,0.36085972730640037
CN(c1ccc(S(C)(=O)=O)nc1)[C@H]1CC[C@@](O)(c2ccc(S(C)(=O)=O)nc2)CC1,-1,test,0.7456061521496783
O=C(O)CCN1CCC(c2cc3cc(Br)ccc3nc2C2(O)CCOCC2)CC1,-1,test,0.7047789230430856
FC(F)(F)n1cc(-c2cn(C(F)(F)F)nn2)nn1,-1,test,0.7377385166946571
CC(=O)N1Cc2cn(C3(n4cc5c(n4)C(=O)N(CCC(=O)O)C5)CCN(C)CC3)nc2C1=O,-1,test,0.6627970853528963
CS(=O)(=O)c1cc(-c2cc(C(N)=O)nc(S(C)(=O)=O)c2)cc(C(N)=O)n1,-1,test,0.6526990840266196
Cc1nn(C)cc1C1(c2cn(C)nc2C)COC1,-1,test,0.7964139514266326
CN1C2CCC1CC(CC(=O)NC(=O)CC1CC3CCC(C1)N3C)C2,-1,test,0.8466413252952353
Fc1cnc(Nc2ccn(-c3ncc(F)cn3)c2)nc1,-1,test,0.7915402950367143
CN=[S+](C)([O-])c1ccc(C2CCN(c3nnc(C)c4c(C)n(C5CCN(c6ccc([S+](C)([O-])=NC)cc6)CC5)nc34)CC2)cc1,-1,test,0.24090528003844336
O=C(O)Cn1cc2c(n1)CN(S(=O)(=O)c1ccc(F)cc1F)C2,-1,test,0.8922402830814866
Cc1nn(-c2cn(-c3cn([C@@H]4CC[C@](C)(N)C4(C)C)nc3C)nc2C)cc1C(=O)O,-1,test,0.6816140024133919
CC(=O)N1CCN(C(C)=O)CC1,-1,test,0.5004090181332667
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)N1C(=O)N(NS(C)(=O)=O)C[C@@H]1n1cc2c(n1)CN([C@H]1CN(NS(C)(=O)=O)C(=O)N1C(=O)C(C)(O)CS(=O)(=O)c1ccc(F)cc1)C2,-1,test,0.12977475256129242
CN(C)c1nc(-c2noc(-c3noc(-c4ccc5c(c4)OCO5)n3)n2)no1,-1,test,0.5162367676930589
CS(=O)(=O)n1nc(CCC(=O)O)c2cc(-c3ccc4c(c3)c(-n3cc(F)nn3)nn4S(C)(=O)=O)ccc21,-1,test,0.3138792053694618
Cn1cc(F)c(C(=O)N2CCC(C(N)=O)CC2)n1,-1,test,0.7995864222946203
C[C@H]1CN(c2cc(C(O)CN(C)C)cc(N3CCN[C@@H](C)C3)n2)CCN1,-1,test,0.69486773783015
CN(C)c1ncon1,-1,test,0.5189958160726392
CN=[S+](C)([O-])c1ccc(N2CCN(C3CCN(c4nnc(C)c5c(C)n(-c6ccc([S+](C)([O-])=NC)cc6)nc45)CC3)CC2)cc1,-1,test,0.2818581877372962
N#Cc1cc(-c2cc(C#N)cc3nc(N4CCCCCC4)oc23)c2oc([C@H]3OC[C@H](N4CCCCCC4)C[C@@H]3N)nc2c1,-1,test,0.3154782353482791
O=[N+]([O-])c1cn2c(n1)OC[C@@H](N1CCN[C@@H]([C@@H]3COc4nc([N+](=O)[O-])cn4C3)C1)C2,-1,test,0.5116904602096478
Cn1nc(C2(C)NC(=O)N(c3nc([C@H]4OC[C@H]4N)nn3C)C2=O)nc1[C@H]1OC[C@H]1N,-1,test,0.45715468682751564
C[C@@H]1CCCN1c1ccc(S(=O)(=O)N2CCC[C@H]2C)cc1,-1,test,0.8619060981048894
Fc1cnc(Nc2ncc(F)cn2)nc1,-1,test,0.8068103026729283
O=C(c1cc(C[C@@]2(O)Cn3c(=O)ccc4ncc(Cl)c2c43)nc(N2CCOCC2)n1)N1CCOCC1,-1,test,0.5347146070059903
Cn1cc(-c2nc(Nc3noc(-c4cnn(C)c4)n3)no2)cn1,-1,test,0.5866239932583576
Cn1ccc(-c2cc(C(=O)NO)cc(C(=O)NO)n2)n1,-1,test,0.45078481249205526
Nc1nc(-c2nc(N)c(Br)c(-c3nc(-c4nnn[nH]4)nc(N)c3Br)n2)nc(C[C@]2(O)Cn3c(=O)ccc4ncc(F)c2c43)c1Br,-1,test,0.1666521339892639
C[C@@H]1CCCN1C(=O)c1cc(C(=O)N2CCC[C@H]2C)[nH]n1,-1,test,0.9002656911508857
O=C1c2nn(C3CCN(C4CCN(C5(O)CCCCC5)CC4)CC3)cc2CN1C1(O)CCCCC1,-1,test,0.6811575738305796
CN(c1nc[nH]n1)[C@H]1C[C@@H](c2c(Cl)ccc(S(N)(=O)=O)c2Cl)C1,-1,test,0.8507434764731151
c1c(C2COC2)cc(C2COC2)nc1C1COC1,-1,test,0.80973561494979
CN(C)S(=O)(=O)Nc1nn(-c2nn(-c3nn(-c4c[nH]c(=O)c(Cl)c4)c4ncnc(N)c34)c3ncnc(N)c23)c2ncnc(N)c12,-1,test,0.14972798987025684
OC1(N2CCn3c(nnc3-c3nnc4n3CCN(C3(O)CCCCCC3)C4)C2)CCCCCC1,-1,test,0.6578788865308719
Nc1n[nH]c(-c2cc(N3CCOCC3)cc(C(=O)N3CCOCC3)n2)n1,-1,test,0.7696440156593335
N[C@H]1CN(c2ccc(-c3cc(N4C[C@H](N)[C@@H](O)[C@H](N)C4)nc(N4C[C@H](N)[C@@H](O)[C@H](N)C4)c3)c(F)c2)C[C@@H](N)[C@@H]1O,-1,test,0.17575061066561046
CC1(C)C[C@H](C(N)=O)CC[C@H]1c1cnc(-c2ncc(C(N)=O)s2)s1,-1,test,0.8682825102038315
CNS(=O)(=O)c1cc(-n2cnnn2)c(Cl)cc1F,-1,test,0.8818487258600792
Nc1ncnc2c1c(-c1cc3cc(Br)ccc3nc1C(=O)O)nn2-c1nnc(C(=O)O)o1,-1,test,0.32770274153185786
FC(F)(F)c1cn(-c2cn(-c3cn(C(F)(F)F)nn3)nn2)nn1,-1,test,0.6452866681736029
CC(C)[C@@H]1c2nc([C@@H]3COc4nc([N+](=O)[O-])cn4C3)c([C@@H]3COc4nc([N+](=O)[O-])cn4C3)n2CCN1[C@@H]1COc2nc([N+](=O)[O-])cn2C1,-1,test,0.20287493338569496
CC(C)(O)[C@@]12Oc3cc(C#N)nc(-c4nc5ncccc5s4)c3[C@]1(O)[C@H](O)[C@H](c1nc3ncccc3s1)[C@H]2N1C[C@H](N)[C@@H](O)[C@H](N)C1,-1,test,0.1531991037809947
CN1CCN(C(=O)C[C@H]2CCN(CC(=O)N3CCN(C)CC3)C2=O)CC1,-1,test,0.6243714053127261
CN(C)C(=O)c1nc2c3cccc(N(C)C)c3nc(N)n2n1,-1,test,0.7457423526789884
C[C@H]1CN(C(=O)CN2C[C@@H]3C[C@@H](C(=O)O)C[C@]3(C(=O)O)C2)C[C@@H](C)N1C,-1,test,0.7230357754033669
N[C@H]1COCC[C@H]1c1cn(-c2cn(-c3cn([C@@H]4CCOC[C@@H]4N)nn3)nn2)nn1,-1,test,0.5290222753422317
CC#C[C@@H](CC(=O)O)c1cc2c(cc1C(=O)N1CCC[C@H]1C)N1C(=NNC(=O)[C@H]1C)CO2,-1,test,0.6951040918148743
Cc1nc2cc(F)c(F)cc2c(=O)n1CCC(=O)O,-1,test,0.9142288071680821
Cn1cc(-c2nnc(-c3cc(S(N)(=O)=O)c(Cl)cc3F)o2)cn1,-1,test,0.7600160272891522
